Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2022,Navy,54,12,4,8,0,.333,263,292,-29,54,126,72,42.9,1028,9,6,7.1,4.8,125.4,8.2,7.44,19.0
2018,Navy,54,13,3,10,0,.231,325,436,-111,54,129,75,41.9,947,5,5,3.9,3.9,108.6,7.3,6.37,17.5
2021,Navy,48,12,4,8,0,.333,241,339,-98,48,97,49,49.5,681,6,3,6.2,3.1,122.7,7.0,6.87,14.2
2017,Navy,42,13,7,6,0,.538,396,342,54,42,101,59,41.6,1005,10,10,9.9,9.9,138.0,10.0,7.48,23.9
2013,Fresno State,461,13,11,2,0,.846,564,394,170,461,675,214,68.3,5134,50,10,7.4,1.5,153.7,7.6,8.42,11.1
2019,Hawaii,396,15,10,5,0,.667,508,478,30,396,635,239,62.4,5056,42,17,6.6,2.7,145.7,8.0,8.08,12.8
2021,Nevada,394,13,8,5,0,.615,464,345,119,394,570,176,69.1,4500,38,9,6.7,1.6,154.3,7.9,8.52,11.4
2012,Fresno State,352,13,9,4,0,.692,493,310,183,352,535,183,65.8,4233,38,8,7.1,1.5,152.7,7.9,8.66,12.0
2011,Boise State,352,13,12,1,0,.923,575,243,332,352,477,125,73.8,4022,45,10,9.4,2.1,171.6,8.4,9.38,11.4
2002,San Diego State,352,13,4,9,0,.308,309,411,-102,352,584,232,60.3,4302,24,10,4.1,1.7,132.3,7.4,7.42,12.2
2021,Fresno State,342,13,10,3,0,.769,434,267,167,342,513,171,66.7,4247,35,10,6.8,1.9,154.8,8.3,8.77,12.4
2008,BYU,338,13,10,3,0,.769,445,285,160,338,493,155,68.6,4035,35,14,7.1,2.8,155.1,8.2,8.33,11.9
2023,Fresno State,337,13,9,4,0,.692,396,305,91,337,518,181,65.1,3669,29,12,5.6,2.3,138.4,7.1,7.16,10.9
2023,Hawaii,337,13,5,8,0,.385,278,419,-141,337,537,200,62.8,3593,27,15,5.0,2.8,130.0,6.7,6.44,10.7
2022,Fresno State,336,14,10,4,0,.714,428,272,156,336,473,137,71.0,3788,22,9,4.7,1.9,149.9,8.0,8.08,11.3
2015,Boise State,333,13,9,4,0,.692,508,263,245,333,524,191,63.5,4029,24,12,4.6,2.3,138.7,7.7,7.57,12.1
2005,BYU,332,12,6,6,0,.500,396,351,45,332,516,184,64.3,3721,27,13,5.2,2.5,137.1,7.2,7.12,11.2
2013,Boise State,329,13,8,5,0,.615,488,323,165,329,466,137,70.6,3610,28,11,6.0,2.4,150.8,7.7,7.89,11.0
2018,Hawaii,320,14,8,6,0,.571,431,491,-60,320,545,225,58.7,4344,43,12,7.9,2.2,147.3,8.0,8.56,13.6
2013,San Jose State,317,12,6,6,0,.500,389,421,-32,317,496,179,63.9,4271,34,14,6.9,2.8,153.2,8.6,8.71,13.5
2024,San Jose State,316,13,7,6,0,.538,369,358,11,316,552,236,57.2,4183,31,16,5.6,2.9,133.6,7.6,7.40,13.2
2019,Utah State,315,13,7,6,0,.538,380,399,-19,315,504,189,62.5,3628,22,18,4.4,3.6,130.2,7.2,6.46,11.5
2001,BYU,315,13,12,2,0,.857,608,396,212,315,486,171,64.8,4225,39,9,8.0,1.9,160.6,8.7,9.47,13.4
2023,Colorado State,311,12,5,7,0,.417,313,355,-42,311,501,190,62.1,3678,24,18,4.8,3.6,132.4,7.3,6.68,11.8
2006,BYU,311,13,11,2,0,.846,478,191,287,311,452,141,68.8,4206,33,9,7.3,2.0,167.1,9.3,9.87,13.5
2019,Nevada,310,13,7,6,0,.538,277,415,-138,310,500,190,62.0,3246,14,13,2.8,2.6,120.6,6.5,5.88,10.5
2018,Boise State,310,13,10,3,0,.769,460,287,173,310,460,150,67.4,3796,31,8,6.7,1.7,155.5,8.3,8.82,12.2
2014,Boise State,310,14,12,2,0,.857,556,375,181,310,451,141,68.7,3926,27,15,6.0,3.3,155.0,8.7,8.41,12.7
2019,San Jose State,305,12,5,7,0,.417,361,383,-22,305,498,193,61.2,4056,24,8,4.8,1.6,142.4,8.1,8.39,13.3
2021,Utah State,303,14,11,3,0,.786,456,342,114,303,503,200,60.2,4242,41,15,8.2,3.0,152.0,8.4,8.72,14.0
2018,Colorado State,303,12,3,9,0,.250,274,441,-167,303,501,198,60.5,3659,26,16,5.2,3.2,132.6,7.3,6.90,12.1
2018,Utah State,303,13,11,2,0,.846,618,289,329,303,465,162,65.2,3825,32,6,6.9,1.3,154.4,8.2,9.02,12.6
2018,Fresno State,301,14,12,2,0,.857,485,198,287,301,440,139,68.4,3740,26,6,5.9,1.4,156.6,8.5,9.07,12.4
2024,Fresno State,300,13,6,7,0,.462,339,323,16,300,432,132,69.4,3152,20,14,4.6,3.2,139.5,7.3,6.76,10.5
2007,BYU,300,13,11,2,0,.846,391,241,150,300,503,203,59.6,3879,26,13,5.2,2.6,136.3,7.7,7.58,12.9
2014,Fresno State,299,14,6,8,0,.429,371,454,-83,299,530,231,56.4,3132,25,21,4.7,4.0,113.7,5.9,5.07,10.5
2013,Nevada-Las Vegas,299,13,7,6,0,.538,389,414,-25,299,483,184,61.9,3105,27,10,5.6,2.1,130.2,6.4,6.61,10.4
2013,Colorado State,298,14,8,6,0,.571,507,417,90,298,480,182,62.1,3730,24,11,5.0,2.3,139.3,7.8,7.74,12.5
2013,Utah State,297,14,9,5,0,.643,445,239,206,297,480,183,61.9,3268,30,10,6.3,2.1,135.5,6.8,7.12,11.0
2013,Wyoming,297,12,5,7,0,.417,375,440,-65,297,474,177,62.7,3389,29,12,6.1,2.5,137.8,7.1,7.23,11.4
2013,Hawaii,296,12,1,11,0,.083,329,465,-136,296,520,224,56.9,3617,31,22,6.0,4.2,126.6,7.0,6.24,12.2
2018,Nevada,295,13,8,5,0,.615,404,350,54,295,493,198,59.8,3624,25,17,5.1,3.4,131.4,7.4,6.81,12.3
2024,Utah State,294,12,4,8,0,.333,383,453,-70,294,458,164,64.2,3229,29,17,6.3,3.7,136.9,7.1,6.65,11.0
2019,Boise State,287,14,12,2,0,.857,486,306,180,287,464,177,61.9,3664,31,11,6.7,2.4,145.5,7.9,8.17,12.8
2024,Hawaii,286,12,5,7,0,.417,268,312,-44,286,480,194,59.6,3218,25,15,5.2,3.1,126.8,6.7,6.34,11.3
2014,Colorado State,286,13,10,3,0,.769,441,326,115,286,447,161,64.0,4181,34,7,7.6,1.6,164.5,9.4,10.17,14.6
2017,Colorado State,284,13,7,6,0,.538,434,361,73,284,459,175,61.9,3804,29,10,6.3,2.2,148.0,8.3,8.57,13.4
2014,San Jose State,283,12,3,9,0,.250,232,353,-121,283,449,166,63.0,3038,16,14,3.6,3.1,125.4,6.8,6.08,10.7
2009,BYU,282,13,11,2,0,.846,461,280,181,282,419,137,67.3,3659,34,14,8.1,3.3,160.8,8.7,8.85,13.0
2017,Boise State,281,14,11,3,0,.786,455,320,135,281,449,168,62.6,3677,26,7,5.8,1.6,147.4,8.2,8.65,13.1
2019,Colorado State,280,12,4,8,0,.333,337,374,-37,280,446,166,62.8,3663,21,11,4.7,2.5,142.4,8.2,8.04,13.1
2008,Utah,279,13,13,0,0,1.000,480,224,256,279,414,135,67.4,3178,29,9,7.0,2.2,150.6,7.7,8.10,11.4
2002,Wyoming,279,12,2,10,0,.167,288,432,-144,279,471,192,59.2,3357,25,18,5.3,3.8,129.0,7.1,6.47,12.0
2002,BYU,277,12,5,7,0,.417,272,333,-61,277,501,224,55.3,3129,16,21,3.2,4.2,109.9,6.2,5.00,11.3
2013,Nevada,274,12,4,8,0,.333,323,413,-90,274,414,140,66.2,2968,17,5,4.1,1.2,137.5,7.2,7.45,10.8
2000,BYU,272,12,6,6,0,.500,280,310,-30,272,487,215,55.9,3295,11,15,2.3,3.1,114.0,6.8,5.83,12.1
2012,Nevada,271,13,7,6,0,.538,492,439,53,271,406,135,66.7,3170,24,10,5.9,2.5,146.9,7.8,7.88,11.7
2008,San Diego State,271,12,2,10,0,.167,231,446,-215,271,489,218,55.4,2871,16,11,3.3,2.2,111.0,5.9,5.51,10.6
2017,Nevada,270,12,3,9,0,.250,338,407,-69,270,451,181,59.9,3245,30,15,6.7,3.3,135.6,7.2,7.03,12.0
2007,San Diego State,270,12,4,8,0,.333,301,413,-112,270,458,188,59.0,3272,16,9,3.5,2.0,126.6,7.1,6.96,12.1
2023,Utah State,269,13,6,7,0,.462,431,451,-20,269,436,167,61.7,3305,35,19,8.0,4.4,143.1,7.6,7.22,12.3
2017,Fresno State,268,14,10,4,0,.714,380,251,129,268,437,169,61.3,3331,19,7,4.3,1.6,136.5,7.6,7.77,12.4
2014,Nevada-Las Vegas,268,13,2,11,0,.154,285,500,-215,268,498,230,53.8,3352,16,22,3.2,4.4,112.1,6.7,5.39,12.5
2009,New Mexico,268,12,1,11,0,.083,196,431,-235,268,470,202,57.0,2581,13,15,2.8,3.2,105.9,5.5,4.61,9.6
2015,San Jose State,264,13,6,7,0,.462,363,354,9,264,391,127,67.5,2882,21,12,5.4,3.1,141.0,7.4,7.06,10.9
2012,Boise State,263,13,11,2,0,.846,393,205,188,263,394,131,66.8,2901,20,7,5.1,1.8,141.8,7.4,7.58,11.0
2024,Boise State,261,14,12,2,0,.857,522,316,206,261,415,154,62.9,3159,23,7,5.5,1.7,141.7,7.6,7.96,12.1
2022,Hawaii,261,13,3,10,0,.231,257,451,-194,261,490,229,53.3,2672,13,12,2.7,2.4,102.9,5.5,4.88,10.2
2022,San Jose State,260,12,7,5,0,.583,329,264,65,260,431,171,60.3,3270,23,7,5.3,1.6,138.4,7.6,7.92,12.6
2021,Hawaii,260,13,6,7,0,.462,374,408,-34,260,462,202,56.3,3408,19,16,4.1,3.5,124.9,7.4,6.64,13.1
2017,Hawaii,260,12,3,9,0,.250,273,407,-134,260,423,163,61.5,2814,19,8,4.5,1.9,128.4,6.7,6.70,10.8
2013,San Diego State,260,13,8,5,0,.615,387,412,-25,260,462,202,56.3,3358,19,14,4.1,3.0,124.8,7.3,6.73,12.9
2011,Wyoming,260,13,8,5,0,.615,339,361,-22,260,430,170,60.5,2689,21,11,4.9,2.6,124.0,6.3,6.08,10.3
2007,Texas Christian,259,13,8,5,0,.615,339,243,96,259,443,184,58.5,2881,13,12,2.9,2.7,117.4,6.5,5.87,11.1
2018,San Jose State,258,12,1,11,0,.083,255,439,-184,258,449,191,57.5,3131,21,13,4.7,2.9,125.7,7.0,6.61,12.1
2005,Utah,258,12,7,5,0,.583,360,289,71,258,415,157,62.2,3534,26,10,6.3,2.4,149.6,8.5,8.68,13.7
2016,Hawaii,257,14,7,7,0,.500,396,522,-126,257,438,181,58.7,3185,25,15,5.7,3.4,131.7,7.3,6.87,12.4
2008,Colorado State,256,13,7,6,0,.538,327,393,-66,256,427,171,60.0,3227,19,16,4.4,3.7,130.6,7.6,6.76,12.6
2021,Boise State,254,12,7,5,0,.583,350,228,122,254,409,155,62.1,3127,20,10,4.9,2.4,137.6,7.6,7.52,12.3
2017,Utah State,254,13,6,7,0,.462,392,350,42,254,435,181,58.4,2938,17,13,3.9,3.0,122.0,6.8,6.19,11.6
2019,San Diego State,253,13,10,3,0,.769,276,165,111,253,397,144,63.7,2634,15,6,3.8,1.5,128.9,6.6,6.71,10.4
2016,Boise State,253,13,10,3,0,.769,439,303,136,253,406,153,62.3,3878,28,8,6.9,2.0,161.4,9.6,10.04,15.3
2010,Colorado State,253,12,3,9,0,.250,198,416,-218,253,393,140,64.4,2662,11,13,2.8,3.3,123.9,6.8,5.84,10.5
2007,New Mexico,253,13,9,4,0,.692,321,247,74,253,437,184,57.9,3070,16,10,3.7,2.3,124.4,7.0,6.73,12.1
2023,Nevada-Las Vegas,251,14,9,5,0,.643,482,400,82,251,404,153,62.1,3349,17,12,4.2,3.0,139.7,8.3,7.79,13.3
2020,Nevada,251,9,7,2,0,.778,277,210,67,251,359,108,69.9,2872,27,4,7.5,1.1,159.7,8.0,9.00,11.4
2012,Nevada-Las Vegas,250,13,2,11,0,.154,286,424,-138,250,468,218,53.4,2845,18,17,3.8,3.6,109.9,6.1,5.21,11.4
2012,Wyoming,249,12,4,8,0,.333,322,401,-79,249,411,162,60.6,3185,29,8,7.1,1.9,145.1,7.7,8.28,12.8
2003,Wyoming,249,12,4,8,0,.333,286,360,-74,249,436,187,57.1,3134,23,9,5.3,2.1,130.8,7.2,7.31,12.6
2010,Utah,248,13,10,3,0,.769,430,264,166,248,398,150,62.3,3069,24,12,6.0,3.0,141.0,7.7,7.56,12.4
2009,Nevada-Las Vegas,248,12,5,7,0,.417,298,389,-91,248,417,169,59.5,2693,17,14,4.1,3.4,120.5,6.5,5.76,10.9
2007,Utah,248,13,9,4,0,.692,341,219,122,248,401,153,61.8,2628,18,13,4.5,3.2,125.2,6.6,5.99,10.6
2005,Colorado State,248,12,6,6,0,.500,321,369,-48,248,402,154,61.7,3436,25,15,6.2,3.7,146.5,8.5,8.11,13.9
2024,Nevada,247,13,3,10,0,.231,300,374,-74,247,366,119,67.5,2764,19,8,5.2,2.2,143.7,7.6,7.61,11.2
2009,San Diego State,246,12,4,8,0,.333,280,366,-86,246,448,202,54.9,3163,25,16,5.6,3.6,125.5,7.1,6.57,12.9
2005,San Diego State,246,12,5,7,0,.417,323,325,-2,246,401,155,61.3,2779,20,14,5.0,3.5,129.0,6.9,6.36,11.3
2009,Utah,245,13,10,3,0,.769,388,263,125,245,405,160,60.5,2980,19,9,4.7,2.2,133.3,7.4,7.30,12.2
2003,BYU,245,12,4,8,0,.333,196,310,-114,245,449,204,54.6,2580,13,22,2.9,4.9,102.6,5.7,4.12,10.5
2010,San Diego State,244,13,9,4,0,.692,455,287,168,244,426,182,57.3,3840,28,14,6.6,3.3,148.1,9.0,8.85,15.7
2014,Utah State,243,14,10,4,0,.714,377,276,101,243,389,146,62.5,2782,20,11,5.1,2.8,133.9,7.2,6.91,11.4
2010,BYU,243,13,7,6,0,.538,340,281,59,243,428,185,56.8,2579,17,11,4.0,2.6,115.4,6.0,5.66,10.6
2007,Wyoming,242,12,5,7,0,.417,233,311,-78,242,412,170,58.7,2315,12,19,2.9,4.6,106.3,5.6,4.13,9.6
2006,Nevada-Las Vegas,242,12,2,10,0,.167,238,382,-144,242,441,199,54.9,2728,16,17,3.6,3.9,111.1,6.2,5.18,11.3
2019,Fresno State,241,12,4,8,0,.333,360,361,-1,241,373,132,64.6,2720,17,11,4.6,2.9,135.0,7.3,6.88,11.3
2003,San Diego State,241,12,6,6,0,.500,224,207,17,241,442,201,54.5,2609,10,17,2.3,3.8,103.9,5.9,4.62,10.8
2004,San Diego State,240,11,4,7,0,.364,234,282,-48,240,444,204,54.1,2691,16,17,3.6,3.8,109.2,6.1,5.06,11.2
2014,Nevada,239,13,7,6,0,.538,379,354,25,239,406,167,58.9,2498,18,11,4.4,2.7,119.8,6.2,5.82,10.5
2011,San Diego State,238,13,8,5,0,.615,383,335,48,238,449,211,53.0,3158,23,8,5.1,1.8,125.4,7.0,7.26,13.3
2006,Utah,238,13,8,5,0,.615,363,258,105,238,411,173,57.9,2963,25,12,6.1,2.9,132.7,7.2,7.11,12.4
2021,Colorado State,237,12,3,9,0,.250,284,339,-55,237,396,159,59.8,3020,15,11,3.8,2.8,130.9,7.6,7.13,12.7
2024,Colorado State,236,13,8,5,0,.615,317,335,-18,236,390,154,60.5,2853,16,10,4.1,2.6,130.4,7.3,6.98,12.1
2004,Wyoming,235,12,7,5,0,.583,318,297,21,235,403,168,58.3,2885,19,16,4.7,4.0,126.1,7.2,6.32,12.3
2024,San Diego State,234,12,3,9,0,.250,256,355,-99,234,375,141,62.4,2468,15,8,4.0,2.1,126.6,6.6,6.42,10.5
2004,BYU,234,11,5,6,0,.455,267,295,-28,234,423,189,55.3,3075,18,14,4.3,3.3,123.8,7.3,6.63,13.1
2015,Colorado State,232,13,7,6,0,.538,385,354,31,232,391,159,59.3,2964,24,15,6.1,3.8,135.6,7.6,7.08,12.8
2004,Utah,232,12,12,0,0,1.000,544,234,310,232,344,112,67.4,3164,33,5,9.6,1.5,173.5,9.2,10.46,13.6
2011,Texas Christian,231,13,11,2,0,.846,531,279,252,231,350,119,66.0,3011,25,7,7.1,2.0,157.8,8.6,9.13,13.0
2023,San Jose State,230,13,7,6,0,.538,414,333,81,230,375,145,61.3,2853,21,4,5.6,1.1,141.6,7.6,8.25,12.4
2022,Utah State,230,13,6,7,0,.462,289,405,-116,230,398,168,57.8,2537,18,21,4.5,5.3,115.7,6.4,4.90,11.0
2022,Boise State,229,14,10,4,0,.714,413,273,140,229,385,156,59.5,2668,20,9,5.2,2.3,130.2,6.9,6.92,11.7
2015,Utah State,229,13,6,7,0,.462,377,347,30,229,403,174,56.8,2672,21,10,5.2,2.5,124.8,6.6,6.56,11.7
2014,Hawaii,229,13,4,9,0,.308,272,349,-77,229,467,238,49.0,2790,15,14,3.2,3.0,103.8,6.0,5.27,12.2
2001,Wyoming,228,11,2,9,0,.182,229,368,-139,228,438,210,52.1,3106,9,20,2.1,4.6,109.3,7.1,5.45,13.6
2022,Nevada-Las Vegas,227,12,5,7,0,.417,316,342,-26,227,361,134,62.9,2580,15,7,4.2,1.9,132.7,7.1,7.11,11.4
2024,New Mexico,226,12,5,7,0,.417,402,456,-54,226,390,164,57.9,2768,12,12,3.1,3.1,121.6,7.1,6.33,12.2
2017,San Jose State,226,13,2,11,0,.154,206,542,-336,226,415,189,54.5,2574,15,20,3.6,4.8,108.8,6.2,4.76,11.4
2009,Wyoming,225,13,7,6,0,.538,238,355,-117,225,410,185,54.9,2252,11,7,2.7,1.7,106.5,5.5,5.26,10.0
2007,Nevada-Las Vegas,224,12,2,10,0,.167,218,343,-125,224,409,185,54.8,2550,12,15,2.9,3.7,109.5,6.2,5.17,11.4
2008,Nevada-Las Vegas,223,12,5,7,0,.417,307,391,-84,223,385,162,57.9,2680,23,6,6.0,1.6,133.0,7.0,7.45,12.0
2005,Wyoming,223,11,4,7,0,.364,271,297,-26,223,377,154,59.2,2703,18,19,4.8,5.0,125.1,7.2,5.86,12.1
2016,Utah State,221,12,3,9,0,.250,287,352,-65,221,383,162,57.7,2474,10,9,2.6,2.3,115.9,6.5,5.92,11.2
2006,Colorado State,221,12,4,8,0,.333,202,263,-61,221,363,142,60.9,2617,13,13,3.6,3.6,126.1,7.2,6.31,11.8
2010,Texas Christian,218,13,13,0,0,1.000,541,156,385,218,331,113,65.9,2983,29,6,8.8,1.8,166.8,9.0,9.95,13.7
2022,Nevada,217,12,2,10,0,.167,226,371,-145,217,398,181,54.5,2227,7,8,1.8,2.0,103.3,5.6,5.04,10.3
2016,Colorado State,217,13,7,6,0,.538,459,395,64,217,360,143,60.3,3178,29,7,8.1,1.9,157.1,8.8,9.56,14.6
2008,Texas Christian,217,13,11,2,0,.846,437,147,290,217,371,154,58.5,2614,14,8,3.8,2.2,125.8,7.0,6.83,12.0
2003,Colorado State,217,13,7,6,0,.538,381,318,63,217,357,140,60.8,3226,22,15,6.2,4.2,148.6,9.0,8.38,14.9
2023,Boise State,216,14,8,6,0,.571,450,358,92,216,372,156,58.1,3098,20,13,5.4,3.5,138.8,8.3,7.83,14.3
2006,Texas Christian,216,13,11,2,0,.846,380,160,220,216,352,136,61.4,2780,15,6,4.3,1.7,138.4,7.9,7.98,12.9
2005,Nevada-Las Vegas,215,11,2,9,0,.182,207,381,-174,215,394,179,54.6,2389,15,17,3.8,4.3,109.4,6.1,4.88,11.1
2002,Utah,215,11,5,6,0,.455,249,226,23,215,381,166,56.4,2291,16,13,4.2,3.4,114.0,6.0,5.32,10.7
2016,San Jose State,214,12,4,8,0,.333,293,416,-123,214,370,156,57.8,2665,18,15,4.9,4.1,126.3,7.2,6.35,12.5
2014,Wyoming,211,12,4,8,0,.333,253,394,-141,211,374,163,56.4,2727,12,10,3.2,2.7,122.9,7.3,6.73,12.9
2016,Fresno State,210,12,1,11,0,.083,212,371,-159,210,405,195,51.9,2557,13,13,3.2,3.2,109.1,6.3,5.51,12.2
2016,Nevada,210,12,5,7,0,.417,305,348,-43,210,354,144,59.3,2498,17,9,4.8,2.5,129.4,7.1,6.87,11.9
2016,Wyoming,210,14,8,6,0,.571,503,477,26,210,378,168,55.6,3207,29,15,7.7,4.0,144.2,8.5,8.23,15.3
2006,Wyoming,210,12,6,6,0,.500,258,264,-6,210,346,136,60.7,2148,17,13,4.9,3.8,121.5,6.2,5.50,10.2
2000,Colorado State,210,11,10,2,0,.833,341,208,133,210,356,146,59.0,2717,21,13,5.9,3.7,135.3,7.6,7.17,12.9
2000,Wyoming,210,11,1,10,0,.091,170,393,-223,210,366,156,57.4,2091,12,16,3.3,4.4,107.4,5.7,4.40,10.0
2021,San Diego State,209,14,12,2,0,.857,383,277,106,209,360,151,58.1,2351,16,5,4.4,1.4,124.8,6.5,6.79,11.2
2005,Texas Christian,209,12,11,1,0,.917,398,223,175,209,378,169,55.3,2493,15,11,4.0,2.9,118.0,6.6,6.08,11.9
2004,Colorado State,209,11,4,7,0,.364,261,325,-64,209,350,141,59.7,2874,15,17,4.3,4.9,133.1,8.2,6.88,13.8
2019,Nevada-Las Vegas,208,12,4,8,0,.333,290,396,-106,208,388,180,53.6,2474,20,12,5.2,3.1,118.0,6.4,6.02,11.9
2011,Colorado State,208,12,3,9,0,.250,257,375,-118,208,344,136,60.5,2215,12,14,3.5,4.1,117.9,6.4,5.31,10.6
2021,San Jose State,207,12,5,7,0,.417,240,318,-78,207,402,195,51.5,2636,15,10,3.7,2.5,113.9,6.6,6.18,12.7
2012,Colorado State,206,12,4,8,0,.333,254,363,-109,206,351,145,58.7,2522,17,15,4.8,4.3,126.5,7.2,6.23,12.2
2012,Hawaii,206,12,3,9,0,.250,254,428,-174,206,398,192,51.8,2266,12,13,3.0,3.3,103.0,5.7,4.83,11.0
2006,New Mexico,204,13,6,7,0,.462,284,312,-28,204,390,186,52.3,2676,18,9,4.6,2.3,120.6,6.9,6.75,13.1
2022,Colorado State,203,12,3,9,0,.250,158,323,-165,203,322,119,63.0,2361,12,11,3.7,3.4,130.1,7.3,6.54,11.6
2003,Utah,203,12,10,2,0,.833,344,229,115,203,328,125,61.9,2568,17,5,5.2,1.5,141.7,7.8,8.18,12.7
2023,San Diego State,202,12,4,8,0,.333,246,321,-75,202,319,117,63.3,2061,10,10,3.1,3.1,121.7,6.5,5.68,10.2
2015,Fresno State,202,12,3,9,0,.250,267,457,-190,202,403,201,50.1,2140,20,16,5.0,4.0,103.2,5.3,4.52,10.6
2015,Hawaii,202,13,3,10,0,.231,229,463,-234,202,422,220,47.9,2501,12,21,2.8,5.0,97.1,5.9,4.26,12.4
2009,Texas Christian,202,13,12,1,0,.923,498,166,332,202,326,124,62.0,2823,24,8,7.4,2.5,154.1,8.7,9.03,14.0
2011,New Mexico,201,12,1,11,0,.083,144,500,-356,201,355,154,56.6,2196,7,8,2.0,2.3,110.6,6.2,5.57,10.9
2023,New Mexico,198,12,4,8,0,.333,327,421,-94,198,353,155,56.1,2615,17,10,4.8,2.8,128.5,7.4,7.10,13.2
2007,Colorado State,197,12,3,9,0,.250,304,369,-65,197,317,120,62.1,2546,18,15,5.7,4.7,138.9,8.0,7.04,12.9
2015,Nevada-Las Vegas,196,12,3,9,0,.250,343,404,-61,196,365,169,53.7,2537,21,13,5.8,3.6,123.9,7.0,6.50,12.9
2020,Hawaii,195,9,5,4,0,.556,236,248,-12,195,315,120,61.9,2083,14,6,4.4,1.9,128.3,6.6,6.64,10.7
2017,Wyoming,195,13,8,5,0,.615,305,228,77,195,348,153,56.0,2304,18,8,5.2,2.3,124.1,6.6,6.62,11.8
2000,San Diego State,194,11,3,8,0,.273,170,273,-103,194,376,182,51.6,2501,7,13,1.9,3.5,106.7,6.7,5.47,12.9
2021,Nevada-Las Vegas,193,12,2,10,0,.167,249,394,-145,193,331,138,58.3,2430,11,14,3.3,4.2,122.5,7.3,6.10,12.6
2010,New Mexico,192,12,1,11,0,.083,190,532,-342,192,365,173,52.6,1892,11,15,3.0,4.1,97.9,5.2,3.94,9.9
2002,New Mexico,192,13,7,7,0,.500,341,358,-17,192,352,160,54.5,2037,15,10,4.3,2.8,111.5,5.8,5.36,10.6
2023,Nevada,191,12,2,10,0,.167,208,401,-193,191,345,154,55.4,2102,6,12,1.7,3.5,105.3,6.1,4.88,11.0
2010,Nevada-Las Vegas,191,13,2,11,0,.154,239,516,-277,191,352,161,54.3,2222,18,12,5.1,3.4,117.3,6.3,5.80,11.6
2023,Wyoming,189,13,9,4,0,.692,329,290,39,189,304,115,62.2,2191,20,6,6.6,2.0,140.5,7.2,7.63,11.6
2005,New Mexico,187,11,6,5,0,.545,326,327,-1,187,311,124,60.1,2171,16,13,5.1,4.2,127.4,7.0,6.13,11.6
2003,Nevada-Las Vegas,187,12,6,6,0,.500,256,272,-16,187,369,182,50.7,2110,12,11,3.3,3.0,103.5,5.7,5.03,11.3
2022,San Diego State,186,13,7,6,0,.538,279,267,12,186,343,157,54.2,2360,15,14,4.4,4.1,118.3,6.9,5.92,12.7
2015,Nevada,186,13,7,6,0,.538,341,349,-8,186,331,145,56.2,2138,15,7,4.5,2.1,121.2,6.5,6.41,11.5
2002,Colorado State,184,14,10,4,0,.714,418,332,86,184,351,167,52.4,2560,15,12,4.3,3.4,121.0,7.3,6.61,13.9
2020,San Jose State,183,8,7,1,0,.875,229,159,70,183,288,105,63.5,2387,19,9,6.6,3.1,148.7,8.3,8.20,13.0
2015,Wyoming,183,12,2,10,0,.167,228,408,-180,183,308,125,59.4,2235,20,11,6.5,3.6,134.7,7.3,6.95,12.2
2014,San Diego State,183,13,7,6,0,.538,325,258,67,183,349,166,52.4,2319,10,15,2.9,4.3,109.1,6.6,5.28,12.7
2012,San Diego State,182,13,9,4,0,.692,427,317,110,182,309,127,58.9,2287,21,11,6.8,3.6,136.4,7.4,7.16,12.6
2024,Wyoming,181,12,3,9,0,.250,232,340,-108,181,347,166,52.2,2273,11,11,3.2,3.2,111.3,6.6,5.76,12.6
2009,Colorado State,181,12,3,9,0,.250,260,358,-98,181,325,144,55.7,2483,17,15,5.2,4.6,127.9,7.6,6.61,13.7
2001,Utah,180,11,8,4,0,.667,319,204,115,180,328,148,54.9,2308,18,11,5.5,3.4,125.4,7.0,6.63,12.8
2024,Nevada-Las Vegas,178,14,11,3,0,.786,495,298,197,178,309,131,57.6,2417,25,6,8.1,1.9,146.1,7.8,8.57,13.6
2018,Nevada-Las Vegas,177,12,4,8,0,.333,345,447,-102,177,348,171,50.9,2002,24,12,6.9,3.4,115.0,5.8,5.58,11.3
2010,Wyoming,174,12,3,9,0,.250,230,364,-134,174,289,115,60.2,1992,12,9,4.2,3.1,125.6,6.9,6.32,11.4
2006,San Diego State,171,12,3,9,0,.250,170,325,-155,171,294,123,58.2,1804,8,17,2.7,5.8,107.1,6.1,4.08,10.5
2002,Nevada-Las Vegas,169,12,5,7,0,.417,292,366,-74,169,345,176,49.0,2341,14,12,4.1,3.5,112.4,6.8,6.03,13.9
2018,San Diego State,166,13,7,6,0,.538,268,288,-20,166,312,146,53.2,2433,14,7,4.5,2.2,129.0,7.8,7.69,14.7
2019,New Mexico,163,12,2,10,0,.167,267,446,-179,163,330,167,49.4,2340,13,15,3.9,4.5,112.9,7.1,5.83,14.4
2021,Wyoming,162,13,7,6,0,.538,330,308,22,162,297,135,54.5,2115,15,12,5.1,4.0,122.9,7.1,6.31,13.1
2017,Nevada-Las Vegas,162,12,5,7,0,.417,346,381,-35,162,299,137,54.2,2243,10,9,3.3,3.0,122.2,7.5,6.82,13.8
2003,New Mexico,161,13,8,5,0,.615,391,290,101,161,307,146,52.4,2477,19,14,6.2,4.6,131.5,8.1,7.25,15.4
