Rank,Class Rk,Year,Player Name,Tier,WR Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Type,Build,Separator,Height,Weight,BMI,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,Breakout,Y/RR,YAC/R,aDOT,EPA/P,aYPTPA,CTPRR,UCTPRR,Drop%,CC%,Wide %,Slot %,Speed,HaSS
447,54,2023,Elijah Cooks,Purgatory,5.03,27.30,-1.95,San Jose State,7,10/13/98,26.98,RS SR,24.55,Wide,SLOB,Poor Separator,76,215,26.17,4.51,0,9.60%,28.53%,0.84%,12.03%,32.91%,32.91%,25.01%,20.90,2.33,6.50,13.30,1.11,2.52,9%,15%,5.40%,0.0%,87.65%,12.35%,103.94,109.28
448,25,2016,DeMarcus Ayers,Purgatory,5.02,27.10,-1.96,Houston,6,7/7/94,31.25,JR,21.82,Hybrid,BALL HOG,N/A,69,182,26.88,4.72,7,0.00%,0.00%,3.56%,11.03%,35.70%,35.70%,30.35%,21.16,2.80,7.50,9.20,0.00,0.00,N/A,N/A,2.00%,0.0%,37.60%,61.60%,73.34,66.71
449,55,2023,Joseph Ngata,Purgatory,5.00,26.90,-1.97,Clemson,4,6/9/01,24.32,SR,21.90,Wide,SLOB,Poor Separator,75,217,27.12,4.54,0,0.00%,5.55%,5.95%,17.62%,16.17%,16.89%,16.05%,N/A,2.00,7.90,12.50,0.89,1.73,4%,16%,6.80%,0.0%,95.85%,3.70%,102.16,105.30
450,56,2023,Jesse Matthews,Purgatory,5.00,26.80,-1.97,San Diego State,7,8/12/99,26.15,SR,23.72,Hybrid,PROTO Z,Poor Earner,72,190,25.77,4.57,0,0.00%,24.03%,26.92%,27.31%,21.53%,24.42%,18.56%,20.07,2.03,3.60,10.30,0.79,1.90,2%,17%,6.30%,0.0%,73.80%,26.20%,87.12,84.47
451,39,2021,Ben Skowronek,Purgatory,4.98,26.60,-1.98,Notre Dame,2,6/27/97,28.27,RS SR,23.85,Wide,SLOB,Poor Earner,75,220,27.59,4.68,7,2.20%,21.18%,16.77%,10.04%,20.55%,20.87%,20.87%,20.19,1.68,7.20,11.90,1.21,1.58,3%,12%,6.50%,0.0%,81.20%,17.70%,91.72,94.32
452,40,2021,Brennan Eagles,Purgatory,4.98,26.50,-1.98,Texas,3,10/24/98,26.95,JR,22.53,Wide,SLOB,Poor Separator,76,224,27.27,4.55,0,0.00%,0.00%,0.97%,13.88%,16.74%,16.74%,15.91%,N/A,2.00,4.50,17.50,0.60,1.48,4%,16%,9.70%,0.0%,89.35%,10.65%,104.53,109.91
453,30,2018,Marcell Ateman,Purgatory,4.97,26.30,-1.99,Oklahoma State,3,9/16/94,31.05,SR,23.62,Hybrid,SLOB,Poor Separator,76,216,26.29,4.62,7,7.67%,8.51%,16.68%,0.00%,22.85%,22.85%,21.71%,22.99,3.52,5.60,15.60,1.15,2.30,9%,19%,4.80%,0.0%,48.60%,1.40%,94.82,99.70
454,43,2017,Kermit Whitfield,Purgatory,4.96,26.10,-1.99,Florida State,4,10/8/93,31.99,SR,23.57,Slot,RAT,N/A,68,194,29.50,4.45,0,0.00%,2.01%,3.41%,24.00%,11.51%,17.75%,16.87%,21.91,2.48,8.20,8.90,0.71,0.94,N/A,N/A,10.50%,0.0%,19.40%,83.65%,98.94,88.05
455,38,2024,Dayton Wade,Purgatory,4.95,26.00,-2.00,Ole Miss,1,9/8/00,25.07,RS SR,23.65,Wide,RAT,Poor Earner,69,175,25.84,4.44,0,0.32%,15.21%,0.00%,9.91%,22.33%,22.33%,22.33%,22.98,2.07,6.80,11.80,0.76,2.26,3%,16%,8.30%,0.0%,80.60%,18.80%,90.06,81.92
456,39,2024,Ramel Keyton,Purgatory,4.94,25.80,-2.00,Tennessee,1,9/12/00,25.06,RS SR,23.64,Wide,DEEP,Poor Earner,75,195,24.37,4.5,0,3.91%,5.30%,2.80%,13.40%,20.18%,20.18%,20.18%,22.97,1.98,6.10,19.10,0.68,2.22,3%,13%,10.30%,0.0%,92.65%,6.75%,95.11,98.03
457,41,2021,Sage Surratt,Purgatory,4.91,25.60,-2.02,Wake Forest,4,4/13/98,27.48,JR,23.06,Hybrid,SLOB,Poor Separator,75,209,26.47,4.7,0,0.00%,0.00%,18.93%,26.71%,0.00%,26.71%,25.37%,21.40,2.79,4.70,13.80,0.83,2.90,8%,18%,22.00%,0.0%,38.55%,11.30%,85.66,87.42
458,38,2026,Eric Rivers,Purgatory,4.91,25.50,-2.02,Georgia Tech,4,6/1/02,23.34,RS SR,23.92,Wide,RAT,Elite Earner,71,175,24.41,4.38,0,0.00%,0.00%,13.60%,42.35%,15.91%,29.13%,27.67%,22.27,3.57,6.80,15.10,0.00,0.00,5%,25%,10.10%,0.0%,86.20%,13.80%,95.10,90.29
459,39,2026,Louis Brown IV,Purgatory,4.90,25.30,-2.03,Baylor,3,6/1/03,22.34,SR,22.92,Wide,DEEP,Poor Separator,74,195,25.04,4.5,0,0.00%,4.98%,13.24%,27.62%,0.00%,27.62%,26.24%,21.27,1.95,4.40,16.00,0.00,0.00,7%,12%,9.30%,0.0%,91.30%,8.70%,95.11,96.08
460,33,2019,David Sills,Purgatory,4.89,25.20,-2.03,West Virginia,3,5/29/96,29.35,SR,22.92,Hybrid,SLOB,Elite Earner,75,212,26.50,4.57,0,0.00%,0.00%,3.92%,24.37%,23.39%,23.88%,22.69%,21.27,2.17,5.90,15.00,0.00,2.17,7%,19%,9.70%,0.0%,53.15%,46.15%,97.21,100.20
461,34,2019,Riley Ridley,Purgatory,4.87,25.00,-2.04,Georgia,1,7/21/96,29.21,JR,22.78,Wide,DEEP,Poor Separator,73,201,26.52,4.58,4,0.00%,0.00%,9.46%,8.22%,17.66%,17.66%,17.66%,N/A,1.91,3.30,17.40,0.88,1.60,4%,16%,4.40%,0.0%,90.70%,9.15%,91.36,90.43
462,32,2018,Auden Tate,Purgatory,4.83,24.80,-2.07,Florida State,4,2/3/97,28.67,JR,21.24,Wide,SLOB,Poor Separator,77,227,26.92,4.68,7,0.00%,0.00%,0.00%,11.91%,21.48%,21.48%,20.41%,20.60,1.79,4.40,15.70,0.87,1.68,6%,16%,4.80%,0.0%,86.95%,12.90%,94.64,101.48
463,40,2020,Quartney Davis,Purgatory,4.83,24.70,-2.07,Texas A&M,1,4/7/98,27.49,JR,22.06,Hybrid,PROTO Z,Poor Separator,73,201,26.52,4.54,0,0.00%,0.00%,0.00%,17.81%,20.13%,20.13%,20.13%,21.43,1.58,4.70,12.90,0.60,1.61,5%,18%,10.00%,0.0%,41.75%,58.25%,94.62,93.66
464,42,2021,Jonathan Adams Jr.,Purgatory,4.82,24.50,-2.07,Arkansas State,8,1/21/99,26.70,SR,22.28,Wide,SLOB,Elite Earner,74,210,26.96,4.59,0,0.00%,1.88%,7.30%,20.98%,27.72%,27.72%,21.07%,20.62,2.70,4.30,15.30,0.61,2.57,9%,20%,12.40%,0.0%,92.15%,7.55%,94.62,95.59
465,40,2026,Squirrel White,Purgatory,4.81,24.30,-2.08,Florida State,4,5/5/04,21.41,SR,21.99,Slot,PROTO Z,Elite Separator,70,165,23.67,4.5,0,0.00%,14.57%,25.40%,13.14%,0.00%,19.27%,18.30%,19.34,2.19,6.80,12.00,0.00,0.00,2%,22%,5.70%,0.0%,5.20%,94.00%,80.48,74.80
466,43,2021,Whop Philyor,Purgatory,4.80,24.20,-2.08,Indiana,2,7/31/98,27.18,SR,22.76,Slot,BALL HOG,Elite Separator,70,184,26.68,4.58,0,0.00%,10.51%,7.60%,25.49%,24.66%,25.08%,25.08%,21.10,3.02,7.30,10.60,0.50,2.26,3%,27%,5.30%,0.0%,16.35%,83.30%,83.63,77.12
467,57,2023,Kris Thornton,Purgatory,4.78,24.00,-2.10,JMU,8,6/15/99,26.30,SR,23.88,Slot,PROTO Z,Elite Earner,68,164,24.94,4.57,0,0.00%,0.00%,12.00%,28.36%,34.73%,34.73%,26.39%,22.22,2.89,6.10,14.10,1.36,3.13,5%,21%,3.20%,0.0%,9.80%,40.20%,75.20,66.92
468,40,2024,Jordan Whittington,Purgatory,4.77,23.90,-2.10,Texas,3,2/19/00,25.62,RS SR,24.20,Slot,RAT,Poor Earner,73,205,27.05,4.47,6,5.88%,14.71%,23.89%,20.78%,12.21%,18.05%,17.15%,21.55,1.57,7.10,8.10,0.68,1.61,0%,17%,6.80%,0.0%,26.35%,72.85%,102.70,101.65
469,41,2020,Cody White,Purgatory,4.75,23.70,-2.11,Michigan State,2,11/28/98,26.85,JR,21.42,Hybrid,SLOB,Poor Separator,75,216,27.00,4.66,0,0.00%,0.00%,17.51%,19.65%,28.98%,28.98%,28.98%,20.78,1.95,4.10,12.20,0.60,1.99,5%,17%,4.30%,0.0%,74.55%,25.35%,91.61,94.43
470,46,2025,Moose Muhammad III,Purgatory,4.75,23.50,-2.11,Texas A&M,1,5/5/01,24.41,RS JR,23.99,Hybrid,PROTO Z,Poor Earner,72,195,26.45,4.63,0,0.00%,9.17%,30.84%,10.62%,2.62%,16.73%,16.73%,21.33,1.32,5.70,10.20,1.20,0.00,2%,8%,14.30%,0.0%,44.75%,55.25%,84.87,82.28
471,47,2025,Elijah Spencer,Purgatory,4.74,23.40,-2.12,Minnesota,2,7/7/03,22.24,SR,21.82,Hybrid,PROTO Z,Poor Earner,73,193,25.46,4.83,0,0.00%,12.45%,28.54%,3.49%,23.68%,26.11%,26.11%,19.15,1.81,4.00,13.10,1.12,0.00,4%,15%,3.70%,0.0%,62.15%,37.60%,70.92,70.20
472,42,2020,Omar Bayless,Purgatory,4.73,23.20,-2.13,Arkansas State,8,12/15/96,28.80,RS SR,23.37,Wide,SLOB,Elite Earner,75,207,25.87,4.62,0,0.00%,3.72%,10.42%,15.47%,40.74%,40.74%,30.97%,22.74,3.11,6.60,14.20,1.00,3.54,6%,21%,7.90%,0.0%,81.00%,18.50%,90.87,93.67
473,26,2016,Jakeem Grant,Purgatory,4.72,23.00,-2.13,Texas Tech,3,10/13/92,32.98,SR,23.55,Slot,RAT,N/A,65,165,27.46,4.38,6,0.00%,6.14%,18.42%,22.24%,24.83%,24.83%,23.59%,21.90,2.74,9.70,9.50,0.00,0.00,N/A,N/A,9.10%,0.0%,5.95%,92.05%,89.66,74.57
474,41,2024,Lideatrick Griffin,Purgatory,4.70,22.90,-2.14,Mississippi State,1,1/23/01,24.69,RS SR,23.27,Hybrid,RAT,Elite Separator,70,181,25.97,4.43,0,0.00%,3.43%,6.93%,12.41%,30.21%,30.21%,30.21%,22.61,2.25,8.30,7.10,0.55,2.43,2%,24%,9.10%,0.0%,53.20%,46.30%,93.99,87.36
475,43,2022,Tanner Conner,Purgatory,4.70,22.70,-2.14,Idaho State,12,3/20/98,27.54,RS SR,24.12,N/A,SLOB,Poor Separator,75,236,29.50,4.55,0,0.00%,2.50%,29.16%,25.88%,35.08%,35.08%,17.54%,21.46,3.04,8.20,0.00,0.00,0.00,5%,16%,0.00%,0.0%,0.00%,0.00%,110.13,113.52
476,58,2023,Isaiah Winstead,Purgatory,4.67,22.60,-2.16,ECU,6,8/9/99,26.15,SR,23.73,Wide,SLOB,Poor Separator,75,215,26.87,4.77,0,0.00%,0.00%,20.83%,15.16%,28.73%,28.73%,24.42%,21.09,2.15,3.70,10.70,1.11,2.24,8%,18%,3.30%,0.0%,86.10%,13.75%,83.06,85.62
477,48,2025,Jahmal Banks,Purgatory,4.67,22.40,-2.16,Nebraska,2,10/2/01,24.00,RS JR,23.58,Wide,SLOB,Poor Separator,75,218,27.25,4.56,0,6.04%,3.54%,17.02%,27.58%,19.77%,23.68%,23.68%,21.92,1.81,2.20,12.80,0.80,0.00,5%,13%,2.20%,0.0%,86.70%,12.45%,100.84,103.94
478,44,2017,Noah Brown,Purgatory,4.65,22.10,-2.17,Ohio State,2,1/6/96,29.75,JR,21.32,Wide,SLOB,N/A,74,225,28.89,4.56,7,0.00%,0.00%,0.24%,0.00%,15.66%,15.66%,15.66%,N/A,1.66,3.10,12.60,0.75,1.04,N/A,N/A,8.60%,0.0%,86.40%,6.60%,104.08,105.14
478,44,2017,Quincy Adeboyejo,Purgatory,4.65,22.10,-2.17,Ole Miss,1,5/26/95,30.36,SR,21.94,Wide,PROTO Z,N/A,73,197,25.99,4.42,0,0.00%,2.20%,9.13%,13.88%,12.07%,12.97%,12.97%,N/A,2.03,8.10,12.90,0.24,0.94,N/A,N/A,12.50%,0.0%,93.30%,51.20%,103.23,102.18
480,44,2022,Braylon Sanders,Purgatory,4.65,21.90,-2.17,Ole Miss,1,1/21/99,26.70,SR,23.28,Wide,DEEP,Poor Earner,72,194,26.31,4.42,0,1.65%,6.52%,8.25%,10.90%,15.37%,15.37%,15.37%,N/A,2.14,6.20,22.00,1.47,1.54,4%,12%,8.00%,0.0%,89.05%,10.65%,101.66,98.56
481,45,2022,Devon Williams,Purgatory,4.64,21.70,-2.17,Oregon,5,5/22/00,25.37,RS JR,21.95,Wide,SLOB,Poor Separator,77,220,26.09,4.65,0,0.00%,2.91%,0.25%,16.60%,17.98%,17.98%,17.08%,N/A,3.22,7.00,16.60,1.01,1.97,5%,18%,5.40%,0.0%,96.90%,2.95%,94.11,100.91
482,27,2016,Kolby Listenbee,Purgatory,4.64,21.60,-2.18,TCU,3,7/20/94,31.21,SR,21.79,Wide,DEEP,N/A,72,197,26.72,4.39,6,0.00%,2.77%,5.08%,17.78%,15.62%,16.70%,15.87%,N/A,2.15,3.70,21.80,0.00,0.00,N/A,N/A,6.30%,0.0%,95.60%,4.25%,106.08,102.85
483,49,2025,Xavier Restrepo,Purgatory,4.63,21.40,-2.18,Miami,4,4/22/02,23.45,RS SR,23.03,Slot,BALL HOG,Poor Earner,70,207,29.70,4.83,0,0.62%,13.44%,14.35%,32.86%,26.97%,29.91%,28.42%,21.36,2.76,7.30,11.30,1.27,0.00,3%,18%,2.80%,0.0%,7.25%,91.85%,76.07,70.70
484,44,2021,Tre Nixon,Purgatory,4.62,21.30,-2.19,UCF,6,1/26/98,27.69,RS SR,23.27,Wide,PROTO Z,Elite Separator,72,187,25.27,4.44,7,0.00%,0.48%,16.79%,20.16%,7.27%,13.72%,11.66%,21.61,2.06,5.90,14.60,0.54,1.90,2%,25%,20.80%,0.0%,94.85%,5.15%,96.24,93.56
485,31,2018,Javon Wims,Purgatory,4.61,21.10,-2.19,Georgia,1,9/11/94,31.07,SR,23.64,Wide,SLOB,Poor Separator,76,223,27.14,4.53,7,0.00%,0.00%,0.00%,7.55%,27.14%,27.14%,27.14%,23.00,2.57,3.50,13.70,0.91,2.56,9%,17%,13.20%,0.0%,88.05%,11.95%,105.91,111.36
486,50,2025,Ali Jennings,Purgatory,4.60,20.90,-2.20,Virginia Tech,4,8/27/00,25.10,RS SR,24.68,Wide,PROTO Z,Poor Earner,73,198,26.12,4.65,0,1.61%,38.03%,32.33%,17.85%,16.41%,27.22%,25.86%,21.03,3.79,9.70,14.70,1.72,1.66,2%,11%,11.80%,0.0%,87.00%,13.00%,84.70,83.84
487,43,2020,Stephen Guidry,Purgatory,4.60,20.80,-2.20,Mississippi State,1,3/25/97,28.53,SR,23.10,Wide,DEEP,Poor Earner,76,201,24.47,4.47,0,0.00%,0.00%,0.00%,19.48%,16.59%,18.03%,18.03%,N/A,1.68,8.90,19.30,0.71,1.45,4%,15%,11.80%,0.0%,94.65%,5.35%,100.69,105.87
488,33,2018,Jaleel Scott,Purgatory,4.59,20.60,-2.21,NMST,10,2/23/95,30.61,SR,23.19,Wide,SLOB,Poor Separator,77,209,24.78,4.56,4,0.00%,0.00%,0.00%,9.68%,24.40%,24.40%,17.08%,22.55,1.86,2.60,14.20,0.70,1.83,6%,15%,7.30%,0.0%,90.75%,9.25%,96.68,103.66
489,51,2025,Silas Bolden,Purgatory,4.57,20.30,-2.21,Texas,1,9/9/01,24.07,RS SR,23.65,Hybrid,PROTO Z,Elite Separator,67,152,23.81,4.53,0,0.00%,1.28%,11.84%,23.53%,5.99%,14.76%,14.76%,21.98,2.45,6.20,12.20,1.00,0.00,2%,21%,0.00%,0.0%,70.80%,28.65%,72.19,62.83
489,51,2025,Kyren Lacy,Purgatory,4.57,20.30,-2.21,LSU,1,12/27/00,24.77,RS JR,24.35,Hybrid,SLOB,Poor Separator,74,215,27.60,4.58,0,15.96%,10.06%,7.11%,12.64%,22.90%,22.90%,22.90%,23.68,1.95,7.10,14.30,1.04,0.00,5%,18%,9.40%,0.0%,62.60%,37.40%,97.73,98.72
491,53,2025,Jabre Barber,Purgatory,4.57,20.10,-2.22,Texas A&M,1,1/16/02,23.71,RS SR,23.29,Slot,BALL HOG,Poor Earner,68,176,26.76,4.59,0,0.00%,11.31%,23.47%,26.45%,15.10%,20.77%,20.77%,20.62,2.74,5.50,9.70,0.67,0.00,2%,18%,5.00%,0.0%,14.80%,84.80%,79.30,70.57
492,35,2019,DaMarkus Lodge,Purgatory,4.56,20.00,-2.22,Ole Miss,1,5/12/97,28.40,SR,21.97,Wide,SLOB,Elite Earner,74,203,26.06,4.55,0,0.00%,0.28%,5.37%,17.71%,21.10%,21.10%,21.10%,21.32,2.24,4.80,17.70,0.59,2.14,7%,20%,11.00%,0.0%,99.90%,0.10%,94.73,95.70
493,36,2019,Juwann Winfree,Purgatory,4.54,19.80,-2.23,Colorado,5,9/4/96,29.08,SR,22.65,Hybrid,PROTO Z,Poor Earner,73,209,27.57,4.53,6,0.00%,0.00%,0.00%,10.40%,10.82%,10.82%,10.28%,N/A,2.76,6.20,11.10,1.18,1.37,3%,14%,3.40%,0.0%,67.05%,32.95%,99.26,98.25
494,42,2024,Casey Washington,Purgatory,4.53,19.60,-2.24,Illinois,2,3/6/01,24.58,RS SR,23.16,Wide,PROTO Z,Poor Separator,74,190,24.39,4.48,6,7.12%,8.67%,15.69%,10.93%,21.10%,21.10%,21.10%,22.49,1.63,4.90,11.10,0.97,2.22,5%,13%,3.90%,0.0%,95.00%,5.00%,94.33,95.30
495,38,2019,Olabisi Johnson,Purgatory,4.52,19.50,-2.25,Colorado State,7,3/17/97,28.55,SR,22.12,Wide,PROTO Z,Poor Earner,72,205,27.80,4.51,7,0.00%,0.51%,19.27%,15.66%,21.75%,21.75%,16.53%,21.47,1.99,3.90,14.90,0.90,1.72,3%,16%,5.30%,0.0%,78.05%,21.35%,99.10,96.08
496,46,2017,Bug Howard,Purgatory,4.50,19.30,-2.25,North Carolina,4,11/28/94,30.85,SR,22.43,Wide,SLOB,N/A,77,210,24.90,4.58,0,0.00%,0.00%,12.59%,13.28%,21.70%,21.70%,20.62%,21.79,2.02,5.00,15.10,0.71,1.89,N/A,N/A,5.40%,0.0%,93.70%,8.10%,95.45,102.35
497,54,2025,Beaux Collins,Purgatory,4.49,19.10,-2.26,Notre Dame,2,12/16/02,22.80,SR,22.38,Wide,SLOB,Poor Earner,75,201,25.12,4.54,0,0.00%,19.35%,16.05%,20.30%,15.46%,17.88%,17.88%,20.71,1.46,5.00,11.00,0.80,0.00,3%,15%,14.60%,0.0%,85.00%,14.75%,94.62,97.54
498,37,2019,Ryan Davis,Purgatory,4.49,19.00,-2.26,Auburn,1,4/12/97,28.48,SR,22.05,Hybrid,RAT,Elite Separator,70,186,26.69,4.63,0,0.00%,0.00%,8.81%,24.95%,18.88%,21.91%,21.91%,20.40,2.60,8.00,2.90,0.52,2.13,2%,24%,4.20%,0.0%,56.05%,42.00%,80.95,75.24
499,55,2025,Antwane Wells Jr.,Purgatory,4.48,18.80,-2.27,Ole Miss,1,4/2/01,24.50,RS SR,24.08,Wide,DEEP,Poor Earner,73,201,26.52,4.58,0,0.00%,0.00%,27.84%,4.44%,12.06%,19.95%,19.95%,21.42,1.49,9.70,17.80,1.19,0.00,3%,12%,15.20%,0.0%,84.40%,15.60%,91.36,90.43
500,39,2019,Travis Fulgham,Purgatory,4.47,18.60,-2.28,Old Dominion,10,9/13/95,30.06,SR,23.63,Wide,SLOB,Poor Separator,74,216,27.73,4.58,6,0.00%,3.38%,15.71%,19.50%,30.39%,30.39%,21.27%,22.98,2.20,4.80,15.60,0.75,2.26,5%,16%,7.40%,0.0%,80.15%,19.85%,98.18,99.18
501,35,2018,Dylan Cantrell,Purgatory,4.46,18.50,-2.28,Texas Tech,3,6/29/94,31.27,RS SR,23.84,Wide,PROTO X,Poor Separator,75,205,25.62,4.44,6,1.37%,7.41%,0.00%,12.15%,18.81%,18.81%,17.87%,N/A,1.61,4.80,11.10,0.52,1.51,7%,14%,4.10%,0.0%,87.40%,11.00%,105.50,108.75
502,47,2017,Speedy Noil,Purgatory,4.45,18.30,-2.28,Texas A&M,1,10/14/95,29.98,JR,21.55,Wide,RAT,N/A,71,198,27.62,4.40,0,0.00%,0.00%,14.68%,6.80%,9.80%,12.24%,12.24%,N/A,2.01,7.20,14.70,0.34,1.06,N/A,N/A,12.50%,0.0%,90.80%,4.95%,105.65,100.31
503,44,2020,Aaron Fuller,Purgatory,4.44,18.20,-2.29,Washington,5,9/30/97,28.01,SR,22.58,Hybrid,PROTO Z,Elite Earner,71,188,26.22,4.59,0,0.00%,5.08%,10.07%,26.19%,22.19%,24.19%,22.98%,20.93,2.44,5.70,11.70,0.61,2.16,4%,24%,10.60%,0.0%,63.65%,35.65%,84.71,80.43
504,40,2019,Felton Davis,Purgatory,4.44,18.00,-2.29,Michigan State,2,2/25/97,28.61,SR,22.18,Wide,SLOB,Poor Separator,75,212,26.50,4.6,0,0.00%,1.52%,5.62%,27.73%,16.78%,22.26%,22.26%,20.53,1.97,3.90,13.60,0.66,2.08,5%,19%,11.40%,0.0%,84.50%,15.50%,94.70,97.61
505,46,2022,Johnny Johnson III,Purgatory,4.43,17.80,-2.29,Oregon,5,5/14/99,26.39,SR,22.97,Wide,PROTO Z,Poor Separator,73,198,26.12,4.6,0,12.11%,6.67%,23.13%,15.50%,10.04%,16.58%,15.75%,20.31,1.85,4.50,11.00,0.88,2.00,5%,15%,7.40%,0.0%,76.30%,23.20%,88.44,87.54
506,41,2019,Jamal Custis,Purgatory,4.40,17.70,-2.32,Syracuse,4,11/6/95,29.91,SR,23.48,Wide,SLOB,Poor Separator,77,214,25.38,4.5,0,0.00%,0.80%,0.18%,3.39%,26.33%,26.33%,25.01%,22.83,1.70,4.50,16.80,0.57,1.96,4%,12%,3.80%,0.0%,87.15%,12.85%,104.37,111.92
507,44,2026,Caullin Lacy,Purgatory,4.38,17.50,-2.32,Louisville,4,12/22/01,23.78,RS SR,24.36,Slot,PROTO Z,Poor Separator,70,180,25.83,4.5,0,10.01%,23.37%,40.55%,14.84%,0.00%,27.70%,26.31%,20.71,3.14,9.30,12.50,0.00,0.00,7%,12%,10.00%,0.0%,4.30%,94.40%,87.79,81.60
508,29,2015,Mario Alford,Purgatory,4.36,17.30,-2.34,West Virginia,3,2/25/92,33.61,SR,23.18,Wide,RAT,N/A,68,180,27.37,4.43,7,0.00%,0.00%,0.00%,23.40%,22.93%,23.17%,22.01%,21.53,1.73,7.30,11.20,0.00,0.00,N/A,N/A,15.60%,0.0%,94.30%,4.30%,93.47,83.18
509,28,2016,Charone Peake,Purgatory,4.35,17.00,-2.34,Clemson,4,10/16/92,32.97,RS SR,23.55,Hybrid,PROTO Z,N/A,74,209,26.83,4.45,7,1.80%,4.11%,12.61%,7.04%,16.51%,16.51%,15.69%,N/A,1.95,5.40,12.60,0.00,0.00,N/A,N/A,9.10%,0.0%,59.90%,40.10%,106.59,107.68
509,45,2026,Isaiah Horton,Purgatory,4.35,17.00,-2.34,Alabama,1,6/1/04,21.34,RS JR,21.92,Wide,SLOB,Elite Separator,76,209,25.44,4.5,0,0.00%,0.63%,5.22%,14.74%,0.00%,14.74%,14.74%,N/A,1.92,5.50,10.70,0.00,0.00,4%,21%,6.70%,0.0%,93.80%,6.30%,101.94,107.18
511,34,2018,Steven Mitchell Jr.,Purgatory,4.32,16.90,-2.36,USC,5,5/2/94,31.43,SR,24.00,Hybrid,RAT,Poor Separator,70,189,27.12,4.32,0,0.00%,2.13%,8.87%,6.29%,15.38%,15.38%,14.62%,N/A,2.16,5.80,14.60,0.88,1.87,5%,18%,10.90%,0.0%,47.35%,49.60%,108.53,100.87
512,48,2017,Victor Bolden Jr.,Purgatory,4.32,16.70,-2.36,Oregon State,5,4/4/95,30.50,SR,22.08,Slot,PROTO Z,N/A,67,179,28.04,4.54,0,0.00%,1.30%,24.15%,24.15%,25.98%,25.98%,24.68%,19.42,1.88,5.50,11.30,0.31,1.54,N/A,N/A,13.00%,0.0%,11.50%,82.60%,84.27,73.34
513,42,2019,Nyqwan Murray,Purgatory,4.31,16.50,-2.37,Florida State,4,4/28/97,28.44,SR,22.01,Slot,PROTO Z,Elite Earner,70,194,27.84,4.63,0,0.00%,1.95%,12.85%,23.68%,22.96%,23.32%,22.15%,20.36,2.30,6.70,12.90,0.66,1.91,4%,22%,3.60%,0.0%,28.30%,71.55%,84.43,78.47
514,56,2025,Will Sheppard,Purgatory,4.30,16.40,-2.37,Colorado,3,2/11/01,24.64,RS SR,24.22,Wide,SLOB,Poor Separator,75,203,25.37,4.59,0,2.82%,27.71%,34.17%,25.48%,15.00%,24.58%,23.35%,20.57,1.93,4.90,12.50,0.99,0.00,5%,9%,4.00%,0.0%,88.30%,11.70%,91.47,94.28
515,59,2023,Jason Brownlee,Purgatory,4.26,16.20,-2.40,Southern Mississippi,8,1/30/99,26.68,SR,24.25,Wide,PROTO Z,Elite Earner,74,198,25.42,4.59,0,0.00%,0.00%,28.45%,35.97%,33.16%,34.56%,26.27%,21.61,2.36,4.70,15.00,0.91,2.58,9%,22%,6.80%,0.0%,91.30%,8.70%,89.22,90.13
516,45,2020,Malcolm Perry,Purgatory,4.25,16.00,-2.40,Navy,6,4/19/97,28.46,SR,23.03,N/A,RAT,Poor Earner,70,174,24.97,4.63,0,0.00%,4.07%,30.15%,17.63%,0.00%,15.07%,12.81%,20.38,2.98,8.40,0.00,0.00,0.00,0%,0%,0.00%,0.0%,0.00%,0.00%,75.73,70.38
517,43,2024,Tyler Harrell,Purgatory,4.24,15.90,-2.41,Miami,4,8/1/00,25.17,RS SR,23.75,Wide,PROTO Z,Poor Separator,72,201,27.26,4.41,0,0.00%,0.00%,17.08%,0.49%,2.18%,9.63%,9.15%,N/A,1.38,5.30,13.20,0.79,0.28,6%,14%,0.00%,0.0%,86.75%,13.30%,106.28,103.05
518,44,2024,Jeshaun Jones,Purgatory,4.23,15.70,-2.41,Maryland,2,12/22/99,25.78,RS JR,24.36,Hybrid,PROTO Z,Poor Earner,73,186,24.54,4.51,0,0.00%,13.71%,12.31%,16.47%,22.06%,22.06%,22.06%,23.70,2.07,7.60,10.30,0.92,1.37,2%,19%,8.10%,0.0%,36.75%,62.95%,89.92,89.00
519,36,2018,Ray-Ray McCloud,Purgatory,4.23,15.60,-2.41,Clemson,4,10/15/96,28.97,JR,21.54,Wide,RAT,Poor Separator,69,190,28.06,4.53,6,0.00%,0.00%,5.74%,9.42%,15.26%,15.26%,14.49%,N/A,1.75,5.90,6.10,0.44,1.07,5%,14%,0.00%,0.0%,82.50%,15.80%,90.24,82.08
520,46,2026,Bryce Lance,Purgatory,4.22,15.40,-2.42,North Dakota State,11,6/1/02,23.34,RS SR,23.92,Wide,SLOB,Elite Earner,75,207,25.87,4.5,0,0.00%,0.00%,0.24%,29.78%,0.00%,29.78%,17.87%,22.27,2.81,4.00,13.30,0.00,0.00,7%,19%,2.60%,0.0%,90.60%,8.90%,100.96,104.07
