Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2011,Troy,336,12,3,9,0,.250,269,404,-135,336,1064,3.2,12
2019,Texas State,327,12,3,9,0,.250,221,391,-170,327,920,2.8,8
2020,Troy,326,11,5,6,0,.455,301,283,18,326,1133,3.5,11
2001,Louisiana-Monroe,318,11,2,9,0,.182,148,351,-203,318,810,2.5,10
2022,Old Dominion,311,12,3,9,0,.250,234,319,-85,311,1107,3.6,8
2004,Florida International,300,10,3,7,0,.300,261,325,-64,300,1327,4.4,12
2006,Florida International,299,12,0,12,0,.000,115,313,-198,299,682,2.3,5
2020,Louisiana-Monroe,248,10,0,10,0,.000,163,420,-257,248,767,3.1,8
2014,Northern Illinois,688,14,11,3,0,.786,441,359,82,688,3488,5.1,36
2019,Buffalo,659,13,8,5,0,.615,409,277,132,659,3256,4.9,36
2013,Northern Illinois,655,14,12,2,0,.857,555,351,204,655,4161,6.4,39
2002,Ohio,649,12,4,8,0,.333,299,374,-75,649,2878,4.4,30
2021,Kent State,647,14,7,7,0,.500,462,508,-46,647,3481,5.4,36
2021,Northern Illinois,646,14,9,5,0,.643,451,472,-21,646,3386,5.2,36
2000,Ohio,646,11,7,4,0,.636,343,208,135,646,3553,5.5,32
2015,Northern Illinois,643,14,8,6,0,.571,436,387,49,643,2662,4.1,31
2011,Temple,636,13,9,4,0,.692,398,181,217,636,3335,5.2,38
2016,Western Michigan,634,14,13,1,0,.929,582,277,305,634,3204,5.1,36
2012,Northern Illinois,613,14,12,2,0,.857,540,278,262,613,3335,5.4,44
2003,Ohio,609,12,2,10,0,.167,263,372,-109,609,2201,3.6,26
2018,Northern Illinois,597,14,8,6,0,.571,282,317,-35,597,2337,3.9,17
2011,Ohio,597,14,10,4,0,.714,427,310,117,597,2804,4.7,18
2012,Ohio,596,13,9,4,0,.692,412,322,90,596,2643,4.4,24
2011,Northern Illinois,595,14,11,3,0,.786,536,424,112,595,3278,5.5,34
2021,Western Michigan,590,13,8,5,0,.615,422,367,55,590,2776,4.7,31
2002,Toledo,590,14,9,5,0,.643,495,378,117,590,3000,5.1,38
2012,Kent State,584,14,11,3,0,.786,463,343,120,584,3161,5.4,36
2003,Bowling Green,583,14,11,3,0,.786,470,304,166,583,2748,4.7,29
2022,Toledo,581,14,9,5,0,.643,438,351,87,581,2484,4.3,23
2018,Buffalo,581,14,10,4,0,.714,484,363,121,581,2654,4.6,36
2010,Northern Illinois,581,14,11,3,0,.786,532,265,267,581,3645,6.3,42
2013,Bowling Green,579,14,10,4,0,.714,487,222,265,579,2707,4.7,30
2014,Toledo,576,13,9,4,0,.692,476,396,80,576,3333,5.8,35
2011,Eastern Michigan,575,12,6,6,0,.500,255,292,-37,575,2620,4.6,16
2024,Ohio,574,14,11,3,0,.786,410,254,156,574,2984,5.2,35
2018,Western Michigan,567,13,7,6,0,.538,416,449,-33,567,2598,4.6,32
2001,Ohio,567,11,1,10,0,.091,198,323,-125,567,2641,4.7,20
2024,Northern Illinois,562,13,8,5,0,.615,319,241,78,562,2649,4.7,22
2017,Western Michigan,562,12,6,6,0,.500,407,348,59,562,2697,4.8,26
2017,Toledo,556,14,11,3,0,.786,509,367,142,556,2873,5.2,32
2014,Bowling Green,556,14,8,6,0,.571,420,469,-49,556,2422,4.4,30
2002,Central Michigan,556,12,4,8,0,.333,267,384,-117,556,2473,4.4,22
2018,Ohio,555,13,9,4,0,.692,521,320,201,555,3363,6.1,40
2011,Toledo,555,13,9,4,0,.692,549,412,137,555,2777,5.0,32
2017,Northern Illinois,552,13,8,5,0,.615,376,286,90,552,2338,4.2,18
2017,Ohio,552,13,9,4,0,.692,508,315,193,552,3173,5.7,44
2009,Temple,551,13,9,4,0,.692,384,290,94,551,2431,4.4,29
2004,Northern Illinois,550,12,9,3,0,.750,421,304,117,550,2858,5.2,28
2016,Northern Illinois,549,12,5,7,0,.417,366,364,2,549,2877,5.2,27
2019,Kent State,548,13,7,6,0,.538,380,414,-34,548,2425,4.4,17
2015,Ohio,546,13,8,5,0,.615,358,329,29,546,2352,4.3,22
2016,Ohio,545,14,8,6,0,.571,368,317,51,545,2352,4.3,17
2007,Kent State,545,12,3,9,0,.250,259,350,-91,545,2403,4.4,15
2012,Ball State,543,13,9,4,0,.692,437,416,21,543,2642,4.9,24
2015,Bowling Green,542,14,10,4,0,.714,591,405,186,542,2520,4.6,34
2003,Central Michigan,541,12,3,9,0,.250,277,428,-151,541,2350,4.3,20
2002,Northern Illinois,541,12,8,4,0,.667,375,298,77,541,2409,4.5,24
2022,Buffalo,539,13,7,6,0,.538,371,347,24,539,1845,3.4,22
2000,Northern Illinois,539,11,6,5,0,.545,409,280,129,539,2509,4.7,35
2013,Buffalo,538,13,8,5,0,.615,394,317,77,538,2176,4.0,21
2021,Buffalo,537,12,4,8,0,.333,351,359,-8,537,2348,4.4,30
2000,Ball State,537,11,5,6,0,.455,209,349,-140,537,1813,3.4,13
2015,Akron,536,13,8,5,0,.615,311,279,32,536,2148,4.0,20
2024,Buffalo,533,13,9,4,0,.692,375,343,32,533,2198,4.1,24
2018,Toledo,532,13,7,6,0,.538,525,397,128,532,2807,5.3,30
2009,Northern Illinois,531,13,7,6,0,.538,372,281,91,531,2537,4.8,27
2019,Ball State,530,12,5,7,0,.417,418,377,41,530,2655,5.0,27
2003,Buffalo,529,12,1,11,0,.083,177,445,-268,529,2026,3.8,12
2019,Miami (OH),527,14,8,6,0,.571,338,394,-56,527,1852,3.5,22
2008,Kent State,527,12,4,8,0,.333,308,380,-72,527,2767,5.3,27
2004,Toledo,527,13,9,4,0,.692,432,404,28,527,2091,4.0,26
2019,Ohio,526,13,7,6,0,.538,446,345,101,526,2883,5.5,36
2015,Western Michigan,526,13,8,5,0,.615,468,368,100,526,2648,5.0,28
2006,Ohio,525,14,9,5,0,.643,276,253,23,525,2067,3.9,22
2023,Toledo,524,14,11,3,0,.786,452,284,168,524,2780,5.3,31
2019,Central Michigan,522,14,8,6,0,.571,426,396,30,522,2562,4.9,36
2012,Toledo,521,13,9,4,0,.692,410,369,41,521,2512,4.8,21
2008,Ball State,520,14,12,2,0,.857,489,287,202,520,2583,5.0,32
2016,Ball State,519,12,4,8,0,.333,324,361,-37,519,2640,5.1,25
2007,Central Michigan,519,14,8,6,0,.571,487,517,-30,519,2520,4.9,36
2017,Kent State,518,12,2,10,0,.167,153,421,-268,518,1830,3.5,10
2003,Miami (OH),518,14,13,1,0,.929,602,272,330,518,2244,4.3,36
2022,Kent State,517,12,5,7,0,.417,341,348,-7,517,2425,4.7,23
2021,Central Michigan,516,13,9,4,0,.692,420,335,85,516,2340,4.5,18
2019,Toledo,515,12,6,6,0,.500,327,386,-59,515,2703,5.2,27
2009,Central Michigan,515,14,12,2,0,.857,475,265,210,515,2347,4.6,29
2001,Central Michigan,514,11,3,8,0,.273,251,346,-95,514,2187,4.3,17
2000,Toledo,514,11,10,1,0,.909,400,125,275,514,2792,5.4,29
2016,Toledo,512,13,9,4,0,.692,494,334,160,512,2535,5.0,17
2010,Eastern Michigan,511,12,2,10,0,.167,228,527,-299,511,2080,4.1,17
2003,Northern Illinois,508,12,10,2,0,.833,386,258,128,508,1920,3.8,20
2007,Toledo,505,12,5,7,0,.417,395,470,-75,505,2510,5.0,31
2006,Bowling Green,505,12,4,8,0,.333,234,340,-106,505,2120,4.2,19
2001,Akron,505,11,4,7,0,.364,281,360,-79,505,1989,3.9,19
2014,Central Michigan,504,13,7,6,0,.538,350,327,23,504,2018,4.0,19
2023,Miami (OH),503,14,11,3,0,.786,359,223,136,503,2213,4.4,23
2022,Eastern Michigan,503,13,9,4,0,.692,387,370,17,503,1830,3.6,25
2019,Western Michigan,503,13,7,6,0,.538,430,337,93,503,2666,5.3,35
2014,Western Michigan,503,13,8,5,0,.615,439,324,115,503,2221,4.4,29
2016,Bowling Green,502,12,4,8,0,.333,298,460,-162,502,2172,4.3,18
2008,Northern Illinois,501,13,6,7,0,.462,314,234,80,501,2226,4.4,22
2001,Ball State,501,11,5,6,0,.455,268,296,-28,501,1811,3.6,17
2003,Kent State,500,12,5,7,0,.417,321,396,-75,500,1872,3.7,22
2002,Bowling Green,500,12,9,3,0,.750,490,304,186,500,2629,5.3,34
2003,Marshall,499,12,8,4,0,.667,350,278,72,499,2356,4.7,23
2002,Ball State,499,12,6,6,0,.500,278,333,-55,499,1955,3.9,15
2019,Bowling Green,497,12,3,9,0,.250,192,463,-271,497,1950,3.9,15
2010,Ohio,496,13,8,5,0,.615,357,309,48,496,2129,4.3,25
2010,Toledo,495,13,8,5,0,.615,363,371,-8,495,2176,4.4,22
2001,Toledo,495,11,10,2,0,.833,384,281,103,495,2348,4.7,30
2017,Ball State,494,12,2,10,0,.167,215,488,-273,494,1904,3.9,15
2022,Ohio,493,14,10,4,0,.714,445,396,49,493,2003,4.1,23
2018,Kent State,493,12,2,10,0,.167,287,440,-153,493,2061,4.2,20
2018,Eastern Michigan,492,13,7,6,0,.538,351,287,64,492,1899,3.9,23
2015,Toledo,491,12,10,2,0,.833,420,249,171,491,2501,5.1,25
2005,Toledo,490,12,9,3,0,.750,429,261,168,490,2602,5.3,20
2000,Akron,490,11,6,5,0,.545,333,295,38,490,2273,4.6,21
2002,Akron,489,12,4,8,0,.333,325,379,-54,489,1890,3.9,25
2012,Buffalo,486,12,4,8,0,.333,255,342,-87,486,2119,4.4,13
2008,Buffalo,486,14,8,6,0,.571,424,395,29,486,1858,3.8,27
2006,Kent State,486,12,6,6,0,.500,214,241,-27,486,1901,3.9,17
2023,Ohio,485,13,10,3,0,.769,316,206,110,485,1877,3.9,18
2002,Kent State,485,12,3,9,0,.250,202,424,-222,485,2579,5.3,16
2024,Western Michigan,484,13,6,7,0,.462,376,407,-31,484,2379,4.9,28
2008,Central Michigan,484,13,8,5,0,.615,384,393,-9,484,1738,3.6,19
2001,Bowling Green,484,11,8,3,0,.727,333,215,118,484,1836,3.8,19
2022,Miami (OH),483,13,6,7,0,.462,263,294,-31,483,1821,3.8,14
2000,Western Michigan,483,12,9,3,0,.750,359,139,220,483,2058,4.3,27
2013,Toledo,482,12,7,5,0,.583,396,343,53,482,2887,6.0,26
2016,Miami (OH),481,13,6,7,0,.462,297,309,-12,481,1778,3.7,9
2016,Eastern Michigan,480,13,7,6,0,.538,385,388,-3,480,2068,4.3,21
2023,Western Michigan,479,12,4,8,0,.333,284,381,-97,479,1846,3.9,21
2022,Northern Illinois,478,12,3,9,0,.250,327,393,-66,478,2285,4.8,19
2005,Northern Illinois,478,12,7,5,0,.583,389,274,115,478,2480,5.2,28
2024,Eastern Michigan,477,12,5,7,0,.417,311,335,-24,477,1702,3.6,17
2003,Akron,474,12,7,5,0,.583,435,353,82,474,1907,4.0,28
2023,Ball State,473,12,4,8,0,.333,219,293,-74,473,2058,4.4,15
2016,Kent State,473,12,3,9,0,.250,247,344,-97,473,2010,4.2,15
2021,Toledo,472,13,7,6,0,.538,434,283,151,472,2554,5.4,29
2007,Ohio,472,12,6,6,0,.500,366,359,7,472,1810,3.8,22
2006,Western Michigan,471,13,8,5,0,.615,299,259,40,471,1751,3.7,10
2014,Ohio,470,12,6,6,0,.500,246,298,-52,470,1969,4.2,16
2006,Toledo,470,12,5,7,0,.417,281,332,-51,470,1875,4.0,21
2023,Northern Illinois,467,13,7,6,0,.538,324,273,51,467,2335,5.0,23
2007,Ball State,467,13,7,6,0,.538,409,368,41,467,1936,4.1,18
2001,Northern Illinois,466,11,6,5,0,.545,303,292,11,466,1589,3.4,14
2022,Western Michigan,465,12,5,7,0,.417,228,289,-61,465,1635,3.5,14
2007,Western Michigan,463,12,5,7,0,.417,323,347,-24,463,1565,3.4,15
2013,Ohio,462,13,7,6,0,.538,356,357,-1,462,1742,3.8,16
2017,Akron,459,14,7,7,0,.500,310,392,-82,459,1480,3.2,14
2014,Eastern Michigan,459,12,2,10,0,.167,182,491,-309,459,1654,3.6,9
2007,Eastern Michigan,458,12,4,8,0,.333,290,374,-84,458,1878,4.1,20
2023,Central Michigan,455,12,5,7,0,.417,278,373,-95,455,1913,4.2,21
2009,Ohio,455,14,9,5,0,.643,347,298,49,455,1568,3.4,9
2012,Bowling Green,453,13,8,5,0,.615,298,218,80,453,1994,4.4,19
2004,Miami (OH),453,13,8,5,0,.615,407,298,109,453,1561,3.4,25
2021,Eastern Michigan,452,13,7,6,0,.538,392,390,2,452,1544,3.4,26
2019,Northern Illinois,452,12,5,7,0,.417,274,338,-64,452,1696,3.8,15
2003,Toledo,452,12,8,4,0,.667,389,285,104,452,2214,4.9,22
2013,Miami (OH),451,12,0,12,0,.000,117,428,-311,451,1219,2.7,5
2002,Miami (OH),451,12,7,5,0,.583,384,325,59,451,1532,3.4,23
2017,Central Michigan,450,13,8,5,0,.615,370,358,12,450,1755,3.9,19
2013,Ball State,450,13,10,3,0,.769,501,321,180,450,1985,4.4,28
2003,Eastern Michigan,449,12,3,9,0,.250,205,371,-166,449,1402,3.1,15
2014,Ball State,448,12,5,7,0,.417,332,326,6,448,1841,4.1,16
2013,Massachusetts,448,12,1,11,0,.083,140,396,-256,448,1502,3.4,5
2012,Eastern Michigan,448,12,2,10,0,.167,256,451,-195,448,1970,4.4,13
2007,Miami (OH),448,13,6,7,0,.462,250,333,-83,448,1699,3.8,14
2004,Central Michigan,448,11,4,7,0,.364,260,378,-118,448,1869,4.2,17
2024,Central Michigan,447,12,4,8,0,.333,271,356,-85,447,1993,4.5,17
2018,Central Michigan,447,12,1,11,0,.083,180,328,-148,447,1447,3.2,8
2015,Kent State,447,12,3,9,0,.250,157,313,-156,447,1623,3.6,6
2001,Miami (OH),447,12,7,5,0,.583,319,309,10,447,1609,3.6,15
2018,Ball State,445,12,4,8,0,.333,290,389,-99,445,1874,4.2,20
2010,Ball State,445,12,4,8,0,.333,264,365,-101,445,1827,4.1,11
2001,Kent State,445,11,6,5,0,.545,248,281,-33,445,2375,5.3,17
2013,Eastern Michigan,444,12,2,10,0,.167,226,542,-316,444,1893,4.3,13
2022,Central Michigan,443,12,4,8,0,.333,297,338,-41,443,1925,4.3,22
2021,Ball State,443,13,6,7,0,.462,313,369,-56,443,1690,3.8,17
2014,Buffalo,443,12,5,6,0,.455,355,347,8,443,1965,4.4,16
2006,Northern Illinois,443,13,7,6,0,.538,331,275,56,443,2142,4.8,20
2021,Miami (OH),442,13,7,6,0,.538,376,300,76,442,1936,4.4,15
2000,Buffalo,442,11,2,9,0,.182,177,452,-275,442,1429,3.2,8
2023,Kent State,441,12,1,11,0,.083,176,415,-239,441,1271,2.9,8
2018,Miami (OH),441,12,6,6,0,.500,337,306,31,441,1919,4.4,24
2010,Buffalo,440,12,2,10,0,.167,170,334,-164,440,1361,3.1,3
2004,Buffalo,440,11,2,9,0,.182,197,351,-154,440,1629,3.7,17
2007,Akron,439,12,4,8,0,.333,254,350,-96,439,1534,3.5,11
2017,Miami (OH),438,12,5,7,0,.417,293,289,4,438,1767,4.0,12
2010,Miami (OH),438,14,10,4,0,.714,302,325,-23,438,1376,3.1,14
2015,Ball State,437,12,3,9,0,.250,277,430,-153,437,1840,4.2,15
2000,Bowling Green,437,11,2,9,0,.182,174,289,-115,437,1082,2.5,11
2024,Toledo,436,13,8,5,0,.615,368,302,66,436,1504,3.4,13
2011,Buffalo,436,12,3,9,0,.250,266,353,-87,436,1860,4.3,21
2009,Ball State,436,12,2,10,0,.167,230,338,-108,436,1913,4.4,14
2023,Buffalo,435,12,3,9,0,.250,251,329,-78,435,1603,3.7,15
2008,Akron,435,12,5,7,0,.417,360,375,-15,435,1982,4.6,23
2013,Kent State,434,12,4,8,0,.333,249,323,-74,434,2189,5.0,16
2009,Buffalo,434,12,5,7,0,.417,289,285,4,434,1962,4.5,16
2005,Central Michigan,434,11,6,5,0,.545,260,260,0,434,1747,4.0,15
2004,Bowling Green,432,12,9,3,0,.750,532,282,250,432,2019,4.7,23
2021,Ohio,431,12,3,9,0,.250,271,364,-93,431,2252,5.2,20
2011,Kent State,431,12,5,7,0,.417,205,291,-86,431,1297,3.0,11
2017,Bowling Green,430,12,2,10,0,.167,304,456,-152,430,1860,4.3,13
2010,Temple,430,12,8,4,0,.667,300,229,71,430,1803,4.2,20
2023,Bowling Green,429,13,7,6,0,.538,340,312,28,429,1788,4.2,22
2021,Akron,429,12,2,10,0,.167,238,474,-236,429,1490,3.5,8
2023,Eastern Michigan,428,13,6,7,0,.462,254,347,-93,428,1440,3.4,18
2017,Buffalo,428,12,6,6,0,.500,342,298,44,428,1693,4.0,18
2015,Miami (OH),428,12,3,9,0,.250,215,384,-169,428,1556,3.6,7
2007,Northern Illinois,428,12,2,10,0,.167,229,370,-141,428,1626,3.8,11
2007,Buffalo,427,12,5,7,0,.417,291,331,-40,427,1560,3.7,18
2005,Ohio,427,11,4,7,0,.364,192,336,-144,427,1915,4.5,16
2005,Western Michigan,427,11,7,4,0,.636,354,342,12,427,1605,3.8,10
2004,UCF,427,11,0,11,0,.000,175,362,-187,427,1067,2.5,9
2016,Buffalo,426,12,2,10,0,.167,198,388,-190,426,1839,4.3,12
2024,Bowling Green,425,13,7,6,0,.538,352,281,71,425,1778,4.2,20
2015,Buffalo,425,12,5,7,0,.417,320,331,-11,425,1648,3.9,17
2015,Eastern Michigan,423,12,1,11,0,.083,305,505,-200,423,1939,4.6,20
2004,Eastern Michigan,423,11,4,7,0,.364,328,458,-130,423,1824,4.3,14
2007,Temple,422,12,4,8,0,.333,197,315,-118,422,1119,2.7,7
2006,Central Michigan,422,14,10,4,0,.714,416,312,104,422,1811,4.3,21
2005,Akron,422,13,7,6,0,.538,307,318,-11,422,1395,3.3,12
2003,Ball State,422,12,4,8,0,.333,261,386,-125,422,1378,3.3,10
2009,Eastern Michigan,421,12,0,12,0,.000,197,459,-262,421,1515,3.6,15
2015,Central Michigan,420,13,7,6,0,.538,336,286,50,420,1301,3.1,15
2017,Eastern Michigan,419,12,5,7,0,.417,313,280,33,419,1566,3.7,14
2013,Akron,418,12,5,7,0,.417,242,343,-101,418,1471,3.5,12
2008,Eastern Michigan,418,12,3,9,0,.250,309,427,-118,418,1778,4.3,23
2007,Bowling Green,418,13,8,5,0,.615,392,417,-25,418,1607,3.8,16
2005,Bowling Green,418,11,6,5,0,.545,372,304,68,418,1582,3.8,19
2022,Ball State,417,12,5,7,0,.417,279,323,-44,417,1868,4.5,14
2019,Eastern Michigan,417,13,6,7,0,.462,379,398,-19,417,1592,3.8,21
2002,Marshall,416,13,11,2,0,.846,457,315,142,416,1635,3.9,21
2022,Bowling Green,415,13,6,7,0,.462,305,423,-118,415,1302,3.1,8
2012,Central Michigan,415,13,7,6,0,.538,375,421,-46,415,1957,4.7,22
2004,Kent State,415,11,5,6,0,.455,335,264,71,415,1695,4.1,24
2018,Bowling Green,414,12,3,9,0,.250,292,480,-188,414,1417,3.4,9
2004,Ball State,414,11,2,9,0,.182,225,405,-180,414,1257,3.0,11
2024,Miami (OH),413,14,9,5,0,.643,337,263,74,413,1894,4.6,14
2011,Akron,413,12,1,11,0,.083,170,466,-296,413,1373,3.3,7
2008,Temple,413,12,5,7,0,.417,281,277,4,413,1142,2.8,12
2005,Ball State,412,11,4,7,0,.364,233,416,-183,412,1210,2.9,8
2005,Miami (OH),412,11,7,4,0,.636,371,258,113,412,1474,3.6,15
2005,Buffalo,411,11,1,10,0,.091,110,327,-217,411,1187,2.9,7
2013,Central Michigan,410,12,6,6,0,.500,279,343,-64,410,1593,3.9,16
2012,Massachusetts,410,12,1,11,0,.083,152,482,-330,410,1099,2.7,8
2009,Toledo,409,12,5,7,0,.417,356,452,-96,409,1917,4.7,23
2004,Ohio,408,11,4,7,0,.364,221,271,-50,408,1190,2.9,9
2016,Central Michigan,407,13,6,7,0,.462,342,394,-52,407,1507,3.7,18
2008,Bowling Green,407,12,6,6,0,.500,332,278,54,407,1608,4.0,19
2000,Miami (OH),405,11,6,5,0,.545,272,286,-14,405,1704,4.2,17
2012,Western Michigan,404,12,4,8,0,.333,352,356,-4,404,1794,4.4,17
2000,Kent State,404,11,1,10,0,.091,128,359,-231,404,1228,3.0,7
2004,Marshall,403,12,6,6,0,.500,291,266,25,403,1352,3.4,11
2001,Marshall,403,12,11,2,0,.846,448,308,140,403,1859,4.6,18
2011,Bowling Green,402,12,5,7,0,.417,318,346,-28,402,1475,3.7,13
2011,Ball State,399,12,6,6,0,.500,304,416,-112,399,1661,4.2,17
2010,Akron,393,12,1,11,0,.083,187,421,-234,393,1361,3.5,10
2009,Akron,393,12,3,9,0,.250,231,345,-114,393,1421,3.6,13
2009,Kent State,393,12,5,7,0,.417,231,269,-38,393,1375,3.5,9
2002,Western Michigan,393,12,4,8,0,.333,303,330,-27,393,1287,3.3,13
2015,Massachusetts,392,12,3,9,0,.250,266,377,-111,392,1707,4.4,15
2008,Ohio,392,12,4,8,0,.333,289,327,-38,392,1542,3.9,9
2024,Kent State,391,12,0,12,0,.000,167,529,-362,391,923,2.4,3
2011,Western Michigan,391,13,7,6,0,.538,463,373,90,391,1575,4.0,17
2002,Eastern Michigan,391,12,3,9,0,.250,286,566,-280,391,1366,3.5,15
2013,Western Michigan,389,12,1,11,0,.083,206,425,-219,389,1394,3.6,10
2000,Central Michigan,389,11,2,9,0,.182,137,376,-239,389,1016,2.6,5
2018,Akron,388,12,4,8,0,.333,227,326,-99,388,1178,3.0,5
2014,Massachusetts,387,12,3,9,0,.250,328,396,-68,387,1311,3.4,16
2006,Miami (OH),386,12,2,10,0,.167,222,304,-82,386,1040,2.7,11
2010,Western Michigan,385,12,6,6,0,.500,388,286,102,385,1511,3.9,18
2001,Buffalo,384,11,3,8,0,.273,205,286,-81,384,1250,3.3,13
2010,Central Michigan,383,12,3,9,0,.250,293,312,-19,383,1269,3.3,18
2010,Kent State,383,12,5,7,0,.417,256,275,-19,383,1363,3.6,15
2002,Buffalo,382,12,1,11,0,.083,214,416,-202,382,1180,3.1,13
2016,Akron,380,12,5,7,0,.417,329,403,-74,380,1586,4.2,13
2006,Buffalo,380,12,2,10,0,.167,220,431,-211,380,1082,2.8,15
2000,Marshall,380,12,8,5,0,.615,342,283,59,380,1363,3.6,18
2004,Akron,379,11,6,5,0,.545,271,347,-76,379,1070,2.8,13
2008,Miami (OH),376,12,2,10,0,.167,221,392,-171,376,1297,3.4,10
2011,Miami (OH),375,12,4,8,0,.333,256,275,-19,375,886,2.4,11
2008,Toledo,375,12,3,9,0,.250,269,377,-108,375,1755,4.7,18
2006,Eastern Michigan,374,12,1,11,0,.083,167,322,-155,374,1269,3.4,10
2024,Ball State,373,12,3,9,0,.250,304,481,-177,373,1234,3.3,10
2022,Akron,373,12,2,10,0,.167,261,402,-141,373,1075,2.9,16
2001,Eastern Michigan,373,11,2,9,0,.182,197,356,-159,373,1198,3.2,8
2021,Bowling Green,366,12,4,8,0,.333,257,368,-111,366,1242,3.4,15
2020,Ball State,366,8,7,1,0,.875,274,206,68,366,1424,3.9,15
2006,Ball State,366,12,5,7,0,.417,326,309,17,366,1103,3.0,10
2012,Akron,365,12,1,11,0,.083,313,428,-115,365,1373,3.8,9
2006,Akron,365,12,5,7,0,.417,236,271,-35,365,1005,2.8,13
2014,Akron,364,12,5,7,0,.417,271,277,-6,364,1488,4.1,18
2004,Western Michigan,363,11,1,10,0,.091,248,436,-188,363,1095,3.0,7
2010,Bowling Green,361,12,2,10,0,.167,255,403,-148,361,754,2.1,16
2002,UCF,361,12,7,5,0,.583,391,315,76,361,1396,3.9,18
2009,Bowling Green,360,13,7,6,0,.538,370,357,13,360,1125,3.1,19
2003,UCF,360,12,3,9,0,.250,224,373,-149,360,1175,3.3,11
2005,Eastern Michigan,359,11,4,7,0,.364,240,295,-55,359,1355,3.8,10
2014,Miami (OH),358,12,2,10,0,.167,268,382,-114,358,1231,3.4,11
2008,Western Michigan,358,13,9,4,0,.692,372,324,48,358,1519,4.2,10
2009,Miami (OH),352,12,1,11,0,.083,187,410,-223,352,841,2.4,9
2001,Western Michigan,352,11,5,6,0,.455,277,266,11,352,1099,3.1,8
2000,Eastern Michigan,351,11,3,8,0,.273,209,350,-141,351,1047,3.0,12
2024,Akron,346,12,4,8,0,.333,245,384,-139,346,1204,3.5,11
2023,Akron,346,12,2,10,0,.167,195,336,-141,346,972,2.8,12
2009,Western Michigan,344,12,5,7,0,.417,296,330,-34,344,1348,3.9,13
2003,Western Michigan,344,12,5,7,0,.417,331,370,-39,344,973,2.8,13
2012,Miami (OH),339,12,4,8,0,.333,280,419,-139,339,1039,3.1,7
2011,Central Michigan,333,12,3,9,0,.250,271,400,-129,333,1389,4.2,7
2019,Akron,327,12,0,12,0,.000,126,435,-309,327,576,1.8,2
2020,Buffalo,302,7,6,1,0,.857,304,153,151,302,2010,6.7,32
2005,Kent State,284,11,1,10,0,.091,180,331,-151,284,505,1.8,5
2014,Kent State,277,12,2,9,0,.182,180,319,-139,277,900,3.2,6
2020,Central Michigan,260,6,3,3,0,.500,188,181,7,260,1309,5.0,16
2020,Toledo,243,6,4,2,0,.667,210,146,64,243,1009,4.2,8
2020,Western Michigan,236,6,4,2,0,.667,250,205,45,236,1175,5.0,14
2020,Northern Illinois,221,6,0,6,0,.000,149,232,-83,221,762,3.4,7
2020,Eastern Michigan,219,6,2,4,0,.333,199,216,-17,219,776,3.5,11
2020,Akron,212,6,1,5,0,.167,103,248,-145,212,849,4.0,7
2020,Kent State,196,4,3,1,0,.750,199,152,47,196,1156,5.9,13
2020,Bowling Green,189,5,0,5,0,.000,57,225,-168,189,920,4.9,5
2020,Ohio,117,3,2,1,0,.667,103,50,53,117,650,5.6,8
2020,Miami (OH),100,3,2,1,0,.667,86,80,6,100,381,3.8,2
2013,Rice,699,14,10,4,0,.714,415,342,73,699,3183,4.6,31
2012,Tulsa,689,14,11,3,0,.786,486,331,155,689,3440,5.0,41
2008,Tulsa,674,14,11,3,0,.786,661,391,270,674,3752,5.6,40
2023,Liberty,670,14,13,1,0,.929,536,340,196,670,4106,6.1,39
2007,UCF,670,14,10,4,0,.714,502,372,130,670,3287,4.9,41
2017,Florida Atlantic,665,14,11,3,0,.786,568,318,250,665,3992,6.0,52
2003,Texas Christian,659,13,11,2,0,.846,380,276,104,659,2700,4.1,27
2003,Houston,651,13,7,6,0,.538,448,468,-20,651,2802,4.3,31
2023,Jacksonville State,647,13,9,4,0,.692,392,275,117,647,3077,4.8,35
2024,Jacksonville State,646,14,9,5,0,.643,504,366,138,646,3517,5.4,51
2021,North Texas,635,13,6,7,0,.462,357,357,0,635,3060,4.8,32
2012,Rice,625,13,7,6,0,.538,414,396,18,625,2623,4.2,26
2018,UAB,620,14,11,3,0,.786,418,238,180,620,2819,4.5,32
2014,UAB,614,12,6,6,0,.500,398,359,39,614,2550,4.2,28
2010,UCF,602,14,11,3,0,.786,449,240,209,602,2626,4.4,36
2005,Rice,600,11,1,10,0,.091,241,447,-206,600,2576,4.3,22
2007,Houston,599,12,8,5,0,.615,449,379,70,599,2911,4.9,32
2005,Memphis,597,12,7,5,0,.583,326,276,50,597,3215,5.4,28
2002,Texas Christian,589,12,10,2,0,.833,361,222,139,589,2438,4.1,23
2014,UTEP,572,13,7,6,0,.538,346,365,-19,572,2710,4.7,27
2014,Rice,571,13,8,5,0,.615,374,370,4,571,2181,3.8,22
2013,Marshall,571,14,10,4,0,.714,590,321,269,571,2883,5.0,34
2018,Florida Atlantic,566,12,5,7,0,.417,373,381,-8,566,2902,5.1,35
2007,Southern Mississippi,566,13,7,6,0,.538,361,314,47,566,2621,4.6,30
2015,Charlotte,563,12,2,10,0,.167,210,435,-225,563,1963,3.5,9
2007,Tulsa,562,14,10,4,0,.714,576,467,109,562,2421,4.3,28
