Rank,Class Rk,Year,Player Name,Tier,RB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Class,Draft Age,Build,Type,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,BMI,MTF/A,YPC,YPR,RPT,ELU,YCO/A,Break %,DOM++,RDOM++,BOUT+,Speed+,MTF/A,YPC+,ELU+,YCO/A+,DC+,BAMA,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs
195,17,2017,Chris Carson,Outlier Lite,5.73,40.30,-0.96,Okahoma State,3,9/16/94,31.05,SR,22.63,BELL CALF,+RECEIVER,70,218,4.58,7,0.00%,0.00%,0.00%,11.11%,15.31%,15.31%,13.78%,3.70%,4.39%,4.39%,3.95%,21.99,99.09,31.28,0.37,6.70,9.93,0.14,145.80,4.00,46.20,1.00,4.00,2.00,5.00,10.00,7.00,9.00,7.00,1.0,0.00,0,2799,0,0,0,0,0.00,0.00,0.00,0.00,0,4312,0,0,0,0,2235,0,0,0,0,0.00,0.00,0.00,0.00,0,3599,0,0,0,0,3395,0,0,0,0,0.00,0.00,0.00,0.00,0,3149,0,0,0,523,1649,4,0,130,25,4.00,46.10,2.34,16.30,170,4591,17,0,0,554,1539,9,0,83,31,6.70,145.80,4.00,46.20,128,2915,13,0,0
196,13,2026,Kanye Udoh,Outlier Lite,5.70,40.00,-0.97,Arizona State,3,6/1/05,20.34,JR,20.92,FREAK,SLASHER,73,220,4.50,0,0.00%,0.00%,16.86%,22.49%,11.23%,16.86%,15.17%,0.29%,1.14%,1.14%,1.02%,18.27,107.30,29.02,0.28,6.21,3.00,0.03,76.10,3.46,37.90,2.00,1.00,10.00,8.00,8.00,5.00,2.00,1.00,0.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,524,2080,1,16,99,24,5.29,76.10,3.17,13.70,0,1028,1,0,6,1111,3907,10,44,179,32,6.21,61.60,3.46,37.90,3,1048,1,0,9,138,755,0,0,32,9,4.31,64.80,2.38,29.00,6,527,1,0,0
197,25,2025,LeQuint Allen,Outlier Lite,5.69,39.40,-0.98,Syracuse,4,8/5/04,21.16,JR,20.74,DYNAMIC,+RECEIVER,72,204,4.5,7,0.00%,0.00%,8.14%,28.77%,25.53%,27.15%,24.44%,9.67%,11.00%,11.00%,9.90%,19.09,99.50,27.66,0.23,4.49,7.16,0.22,63.70,3.00,28.00,6.00,9.00,7.00,5.00,5.00,0.00,1.00,0.00,1.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,274,1853,1,21,41,19,6.68,210.30,6.10,50.70,122,3015,17,1,20,1069,2240,9,20,245,56,4.36,63.70,2.87,28.00,215,2223,40,1,17,1023,1269,16,22,228,44,4.49,56.40,3.00,23.20,529,4810,64,4,34
197,17,2019,Darwin Thompson,Outlier Lite,5.69,39.40,-0.98,Utah State,7,2/12/97,28.64,JR,22.21,BELL CALF,+RECEIVER,68,201,4.55,6,0.00%,0.00%,0.00%,0.00%,21.82%,21.82%,16.37%,0.00%,9.59%,9.59%,7.20%,21.56,93.80,30.56,0.31,6.90,15.29,0.14,173.70,5.07,50.50,2.00,7.00,2.00,2.00,8.00,7.00,8.00,8.00,2.0,0.00,0,2521,0,22,0,0,0.00,0.00,0.00,0.00,0,2782,0,0,20,0,2146,0,22,0,0,0.00,0.00,0.00,0.00,0,2672,0,0,21,0,2046,0,25,0,0,0.00,0.00,0.00,0.00,0,2469,0,0,10,0,2228,0,24,0,0,0.00,0.00,0.00,0.00,0,2938,0,0,17,1044,2641,14,37,151,47,6.90,173.70,5.07,50.50,367,3825,24,0,32
199,26,2025,Antario Brown,Outlier Lite,5.69,39.10,-0.98,Northern Illinois,9,12/29/02,22.76,SR,22.34,BELL CALF,SLASHER,70,219,4.55,0,0.00%,22.02%,18.65%,28.07%,24.98%,26.53%,17.24%,2.11%,14.29%,14.29%,9.29%,18.68,102.19,31.42,0.23,6.13,12.52,0.07,82.20,3.26,50.70,3.00,9.00,9.00,6.00,5.00,5.00,2.00,1.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,533,2419,5,26,81,19,6.58,86.90,3.70,43.70,0,1,0,0,0,689,1904,7,16,111,23,6.21,63.30,3.08,50.70,7,1827,1,0,15,1294,2335,10,23,211,35,6.13,54.00,3.09,46.20,52,2460,12,1,15,560,1630,4,14,115,26,4.87,82.20,3.26,37.90,204,1428,8,1,10
200,20,2022,Pierre Strong Jr.,Outlier Lite,5.66,38.80,-0.99,South Dakota State,11,12/10/98,26.82,SR,23.40,DYNAMIC,SLASHER,71,207,4.37,4,0.00%,19.17%,23.13%,17.24%,27.51%,27.51%,15.13%,7.74%,4.37%,6.06%,3.33%,19.74,113.52,28.87,0.27,7.10,9.68,0.08,81.00,3.39,54.30,2.00,3.00,6.00,10.00,7.00,8.00,2.00,1.00,4.0,0.00,0,1,0,1,0,0,0.00,0.00,0.00,0.00,0,1,0,0,1,1116,3003,0,1,117,29,9.50,125.90,5.16,67.50,84,3256,6,0,1,1018,2588,0,1,141,49,7.10,169.70,4.87,47.60,169,2544,14,0,1,688,2588,0,1,130,35,5.40,81.00,3.28,38.60,197,2544,20,0,1,1673,3193,0,1,239,49,7.10,65.00,3.39,54.30,150,3434,22,0,1
201,27,2025,Montrell Johnson Jr.,Outlier Lite,5.66,38.50,-0.99,Florida,1,10/13/02,22.97,SR,22.55,FREAK,SLASHER,71,216,4.41,0,0.00%,15.47%,16.31%,21.45%,16.93%,19.19%,19.19%,7.59%,2.84%,5.21%,5.21%,18.90,114.22,30.12,0.27,5.91,6.74,0.12,86.00,3.53,52.40,3.00,5.00,8.00,10.00,7.00,4.00,2.00,2.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,841,2719,12,34,163,24,5.20,47.10,3.18,35.30,53,3061,6,0,23,841,2603,10,29,156,36,5.40,69.00,3.13,52.40,58,2910,12,1,18,817,1798,5,21,152,32,5.38,79.60,3.53,39.90,236,3111,30,1,20,591,1612,6,20,100,27,5.91,86.00,3.24,44.20,64,2257,13,0,14
202,14,2026,CJ Baxter,Outlier Lite,5.63,38.20,-1.01,Texas,1,6/28/05,20.26,RS SO,20.84,FREAK,+RECEIVER,73,230,4.50,4,0.00%,0.00%,13.10%,0.00%,13.67%,13.67%,13.67%,3.94%,3.66%,3.80%,3.80%,N/A,112.18,30.34,0.21,4.78,5.67,0.23,63.40,3.25,16.40,1.00,4.00,0.00,9.00,4.00,0.00,1.00,1.00,4.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,665,2449,5,27,139,29,4.78,63.40,2.94,23.20,148,3758,23,0,23,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,110,365,0,0,24,3,4.58,31.50,3.25,16.40,22,601,7,0,0
203,21,2022,Jaylen Warren,Outlier Lite,5.63,37.90,-1.01,Oklahoma State,3,11/1/98,26.92,RS SR,23.50,BELL CALF,3DOWN,68,204,4.55,0,0.00%,0.00%,13.38%,16.25%,24.70%,24.70%,22.23%,3.44%,6.99%,6.99%,6.29%,21.86,95.20,31.01,0.33,5.90,9.71,0.09,106.90,4.00,57.70,4.00,7.00,2.00,3.00,9.00,4.00,5.00,5.00,0.0,1.00,0,2337,0,34,0,0,0.00,0.00,0.00,0.00,0,2938,0,0,17,0,2474,0,30,0,0,0.00,0.00,0.00,0.00,0,3825,0,0,32,568,1979,5,18,111,24,5.10,64.90,2.82,39.60,182,3628,15,0,22,241,840,3,4,41,11,5.90,97.80,4.00,57.70,28,815,4,0,6,1216,2597,11,27,256,85,4.80,106.90,3.21,34.20,227,3246,26,0,23
204,15,2018,Mark Walton,Outlier Lite,5.62,37.30,-1.01,Miami,4,3/29/97,28.52,JR,21.09,BELL CALF,SLASHER,70,202,4.6,4,0.00%,0.00%,14.74%,24.51%,9.88%,17.19%,15.47%,6.73%,2.89%,4.81%,4.33%,19.44,90.23,28.98,0.17,7.60,11.18,0.11,61.10,3.43,56.90,2.00,5.00,6.00,2.00,2.00,9.00,0.00,1.00,4.0,0.00,0,2084,0,0,0,0,0.00,0.00,0.00,0.00,0,3452,0,0,0,0,2345,0,0,0,0,0.00,0.00,0.00,0.00,0,3249,0,0,0,464,1548,9,0,129,28,3.60,52.70,2.09,25.60,295,3602,22,0,0,1117,1973,14,0,209,36,5.30,61.10,3.43,49.20,240,3564,27,0,0,427,2090,3,0,56,7,7.60,51.40,2.95,56.90,91,3153,7,0,0
204,21,2024,Emani Bailey,Outlier Lite,5.62,37.30,-1.01,TCU,3,11/28/01,23.85,RS JR,22.43,BELL CALF,SLASHER,67,202,4.61,0,0.00%,4.74%,17.46%,11.55%,24.91%,24.91%,22.42%,1.26%,4.91%,4.91%,4.42%,19.77,89.45,31.63,0.31,8.00,8.09,0.10,117.10,3.68,57.50,4.00,5.00,5.00,2.00,8.00,9.00,5.00,3.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,60,640,0,7,10,3,6.00,123.00,4.10,41.70,0,626,0,0,5,640,2136,8,26,103,24,6.20,80.70,3.17,31.10,153,2405,15,0,18,640,2513,2,33,31,5,8.00,88.70,3.06,57.50,43,3402,7,0,29,1211,1854,8,19,223,70,5.40,117.10,3.68,43.90,184,3746,25,1,28
206,18,2019,Mike Weber,Outlier Lite,5.56,37.00,-1.03,Ohio State,2,8/25/97,28.11,RS JR,21.68,DYNAMIC,PLODDER,70,211,4.47,7,0.00%,0.00%,19.92%,10.07%,14.19%,17.06%,17.06%,2.56%,2.16%,2.36%,2.36%,19.03,105.70,30.27,0.26,6.20,5.36,0.11,75.80,3.65,40.90,3.00,2.00,8.00,8.00,6.00,5.00,2.00,2.00,1.0,0.00,0,3967,0,41,0,0,0.00,0.00,0.00,0.00,0,3707,0,0,42,0,3188,0,39,0,0,0.00,0.00,0.00,0.00,0,2455,0,0,19,1098,3188,9,33,181,47,6.10,75.80,3.17,36.30,91,2781,24,0,26,629,3504,10,34,101,14,6.20,49.40,3.65,40.90,94,3679,10,0,39,954,2398,5,23,172,36,5.50,57.20,2.98,32.80,110,5100,21,0,51
207,22,2024,Frank Gore Jr.,Outlier Lite,5.53,36.60,-1.05,Southern Miss,8,3/13/02,23.56,SR,22.14,BELL CALF,3DOWN,68,201,4.55,0,0.00%,21.61%,29.26%,35.25%,31.66%,33.45%,21.75%,8.15%,9.79%,9.79%,6.36%,18.48,93.80,30.56,0.37,6.07,9.27,0.11,149.40,4.17,46.70,4.00,7.00,9.00,2.00,9.00,4.00,7.00,6.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,707,1590,2,18,122,41,5.80,122.50,3.65,42.40,97,2130,9,1,12,781,1453,5,8,179,42,4.36,70.60,3.07,34.40,155,1746,20,0,14,1378,1843,9,16,227,83,6.07,149.40,4.17,39.80,219,2687,19,0,20,1119,1954,10,16,229,63,4.90,105.40,3.60,46.70,224,2288,27,3,16
208,22,2022,Zonovan Knight,Outlier Lite,5.52,36.00,-1.05,NC State,4,4/11/01,24.48,JR,21.06,BELL COW,SLASHER,71,209,4.58,0,0.00%,0.00%,17.29%,19.98%,18.23%,19.11%,17.20%,4.31%,4.51%,4.51%,4.06%,18.40,95.00,29.15,0.35,5.50,7.28,0.13,113.00,3.80,48.80,3.00,4.00,9.00,3.00,9.00,3.00,5.00,3.00,0.0,0.00,0,2293,0,35,0,0,0.00,0.00,0.00,0.00,0,3580,0,0,17,0,1858,0,27,0,0,0.00,0.00,0.00,0.00,0,4071,0,0,25,739,1814,5,14,137,33,5.40,90.40,3.80,48.80,50,2749,6,0,14,788,1470,10,20,143,48,5.50,110.50,3.40,24.10,136,3154,20,0,24,751,1514,3,11,139,48,5.40,113.00,3.41,38.20,156,3461,21,0,35
208,23,2024,Kimani Vidal,Outlier Lite,5.52,36.00,-1.05,Troy,8,8/28/01,24.10,SR,22.68,DYNAMIC,SLASHER,68,213,4.46,6,0.00%,20.80%,22.27%,16.53%,31.69%,31.69%,20.60%,3.94%,5.37%,5.37%,3.49%,19.02,107.66,32.38,0.31,5.60,7.62,0.06,116.70,3.58,37.60,4.00,3.00,8.00,8.00,8.00,3.00,5.00,2.00,2.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,511,927,4,9,101,30,5.10,117.70,3.83,34.40,225,2612,26,0,18,699,1114,5,17,153,41,4.60,106.50,3.52,34.30,134,2626,22,0,14,699,1638,10,21,231,64,4.90,89.60,3.32,32.40,134,3401,25,0,20,1661,2148,14,20,295,92,5.60,116.70,3.58,37.60,200,3724,18,1,29
210,24,2024,Miyan Williams,Outlier Lite,5.50,35.70,-1.06,Ohio State,2,10/29/01,23.93,RS JR,22.51,BRUISER,3DOWN,68,229,4.55,0,0.00%,3.08%,10.34%,15.78%,8.17%,11.98%,11.98%,0.82%,2.60%,2.60%,2.60%,20.87,106.86,34.82,0.38,6.45,7.94,0.08,157.60,4.37,38.10,0.00,2.00,3.00,8.00,10.00,6.00,8.00,6.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,64,1028,0,10,10,9,6.40,396.00,4.40,23.40,0,1050,0,0,11,507,1808,3,18,71,31,7.14,210.40,4.68,40.00,74,3809,9,0,35,825,2116,14,25,128,48,6.45,157.60,4.37,38.10,27,3281,5,0,35,158,833,3,9,49,10,3.20,37.40,1.98,0.00,42,1615,4,0,12
211,15,2015,Cameron Artis-Payne,Outlier Lite,5.49,35.40,-1.06,Auburn,1,6/23/90,35.29,SR,24.86,BELL CALF,PLODDER,70,212,4.53,5,0.00%,0.00%,0.00%,9.42%,27.66%,27.66%,27.66%,0.18%,4.93%,4.93%,4.93%,24.21,100.69,30.42,0.21,6.70,10.79,0.04,60.50,2.93,32.40,7.00,5.00,0.00,6.00,4.00,7.00,2.00,1.00,3.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,610,4269,6,0,91,0,6.70,0.00,0.00,0.00,4,2249,1,0,0,1597,3322,13,33,302,62,5.29,60.50,2.93,32.40,147,2984,13,0,23
212,18,2017,Jamaal Williams,Outlier Lite,5.45,35.10,-1.08,BYU,6,4/3/95,30.51,SR,22.08,BELL COW,PLODDER,72,211,4.53,4,20.95%,21.16%,9.39%,0.00%,27.85%,27.85%,19.50%,0.00%,2.88%,2.88%,2.01%,17.42,100.21,28.61,0.24,5.80,9.51,0.03,77.70,3.31,43.30,3.00,2.00,10.00,5.00,5.00,4.00,4.00,3.00,4.0,0.00,775,1989,0,0,0,0,0.00,0.00,0.00,0.00,315,3214,27,0,0,1233,3475,0,0,0,0,0.00,0.00,0.00,0.00,125,2942,18,0,0,515,2363,4,0,110,12,4.70,25.30,2.49,22.30,47,3623,8,8,0,0,1668,0,0,0,0,0.00,0.00,0.00,0.00,0,3854,0,0,0,1371,2615,12,0,234,55,5.80,77.70,3.31,43.30,74,2573,6,7,0
213,12,2021,Elijah Mitchell,Outlier Lite,5.41,34.80,-1.10,ULL,8,5/2/98,27.42,SR,23.01,JITTERBUG,3DOWN,70,201,4.35,6,0.00%,5.90%,22.26%,17.59%,22.04%,22.15%,14.40%,2.11%,6.67%,6.67%,4.34%,20.35,112.27,28.84,0.29,6.20,16.14,0.10,125.10,4.59,50.10,1.00,5.00,4.00,9.00,8.00,5.00,6.00,7.00,2.0,0.00,0,2326,0,21,0,0,0.00,0.00,0.00,0.00,0,2308,0,0,12,257,2204,4,27,42,9,6.10,92.40,4.62,49.00,25,2578,3,0,16,973,3062,13,31,145,37,6.70,125.10,4.59,50.10,349,2878,8,0,27,1147,3604,16,42,198,56,5.80,115.00,3.80,28.30,70,3314,10,0,27,869,2343,8,25,141,41,6.20,120.80,4.04,43.40,153,2294,16,0,20
214,15,2026,Roman Hemby,Outlier Lite,5.39,34.50,-1.11,Indiana,2,8/16/02,23.13,RS SR,21.71,BELL COW,+RECEIVER,72,200,4.55,0,5.43%,24.96%,20.36%,18.99%,13.15%,19.06%,19.06%,8.25%,3.99%,6.12%,6.12%,18.06,93.33,27.12,0.33,5.50,8.45,0.05,147.40,3.76,39.80,3.00,6.00,10.00,2.00,9.00,3.00,7.00,3.00,0.0,0.00,71,412,2,5,17,1,4.18,15.40,2.76,0.00,1,914,1,0,6,988,1837,10,23,187,36,5.28,57.20,2.81,36.00,315,3383,34,1,21,676,1409,4,20,142,29,4.80,85.70,3.76,39.80,349,3626,38,3,27,607,1325,6,15,134,26,4.53,61.60,2.98,29.20,273,3308,40,1,21,198,912,0,0,36,12,5.50,147.40,3.50,34.80,34,852,2,0,0
215,16,2015,Jeremy Langford,Outlier Lite,5.38,34.20,-1.11,Michigan State,2,12/6/91,33.83,SR,23.41,DYNAMIC,PLODDER,72,208,4.42,4,0.00%,0.00%,0.00%,29.26%,24.36%,26.81%,26.81%,6.45%,1.82%,4.14%,4.14%,21.75,108.99,28.21,0.12,5.54,5.64,0.04,36.70,2.92,38.30,7.00,4.00,2.00,9.00,0.00,3.00,0.00,1.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,1422,2964,18,0,292,0,4.87,0.00,0.00,0.00,157,2433,28,1,0,1523,3058,22,44,275,34,5.54,36.70,2.92,38.30,63,3453,11,0,26
216,18,2023,Keaton Mitchell,Outlier Lite,5.38,33.90,-1.11,ECU,6,1/17/02,23.71,JR,21.29,JITTERBUG,+RECEIVER,68,179,4.37,0,0.00%,0.00%,14.21%,26.38%,28.40%,28.40%,21.30%,7.82%,6.62%,7.22%,5.41%,19.65,98.17,27.21,0.37,7.20,9.49,0.12,126.40,3.60,57.70,4.00,6.00,6.00,4.00,10.00,8.00,6.00,2.00,0.0,0.00,0,1556,0,13,0,0,0.00,0.00,0.00,0.00,0,2417,0,0,18,0,1696,0,12,0,0,0.00,0.00,0.00,0.00,0,3466,0,0,2,440,1564,2,11,88,22,5.00,71.30,2.61,45.20,75,2060,11,0,19,1117,1949,9,20,174,37,6.40,84.50,3.26,54.40,254,3249,23,0,21,1452,2218,14,25,201,75,7.20,126.40,3.60,57.70,250,3776,27,0,28
217,13,2021,Jake Funk,Outlier Lite,5.36,33.60,-1.12,Maryland,2,1/11/98,27.73,RS SR,23.31,DYNAMIC,HORSE,70,204,4.49,7,3.62%,3.84%,0.04%,4.59%,28.31%,28.31%,28.31%,0.77%,4.85%,4.85%,4.85%,22.67,100.39,29.27,0.23,10.20,6.19,0.13,60.70,4.82,89.60,8.00,5.00,0.00,5.00,5.00,10.00,0.00,8.00,1.0,0.00,136,2594,1,26,29,5,4.70,67.70,3.48,32.40,42,2317,7,0,15,145,1940,4,19,27,3,5.40,23.00,2.15,53.80,4,1940,1,0,15,-2,2762,0,26,2,1,-1.00,50.00,1.50,0.00,4,1695,0,0,12,173,2033,2,23,17,2,10.20,45.90,4.82,89.60,16,2088,4,0,16,515,725,3,5,61,14,8.40,60.70,3.03,66.00,64,1320,9,0,9
218,14,2021,Gary Brightwell,Outlier Lite,5.34,33.30,-1.12,Arizona,5,2/28/98,27.60,SR,23.18,BELL COW,3DOWN,71,218,4.62,6,0.00%,0.00%,9.87%,8.50%,24.74%,24.74%,21.03%,1.85%,5.35%,5.35%,4.55%,22.53,95.70,30.40,0.32,5.90,7.81,0.12,124.20,4.35,39.50,4.00,5.00,0.00,3.00,9.00,4.00,6.00,6.00,2.0,0.00,0,2820,0,26,0,0,0.00,0.00,0.00,0.00,0,2137,0,0,13,0,3056,0,34,0,0,0.00,0.00,0.00,0.00,0,2343,0,0,19,533,2429,3,14,89,14,6.00,42.00,2.73,37.50,9,3063,0,0,29,390,2088,5,19,66,18,5.90,124.20,4.35,39.50,59,3193,4,0,23,400,782,1,4,87,28,4.60,108.70,3.59,39.50,57,1065,12,0,6
219,19,2017,Brian Hill,Outlier Lite,5.33,33.00,-1.13,Wyoming,7,11/5/95,29.92,JR,21.49,BELL COW,SLASHER,71,219,4.54,5,0.00%,0.00%,21.86%,41.43%,31.80%,36.61%,23.80%,6.76%,2.09%,4.43%,2.88%,18.84,103.10,30.54,0.16,5.80,10.34,0.02,55.10,3.19,50.90,5.00,3.00,9.00,6.00,2.00,4.00,2.00,2.00,3.0,0.00,0,1492,0,0,0,0,0.00,0.00,0.00,0.00,0,3180,0,0,0,0,2285,0,0,0,0,0.00,0.00,0.00,0.00,0,3389,0,0,0,794,1838,7,0,143,19,5.60,34.50,2.45,50.90,205,2733,13,0,0,1641,2081,5,0,281,46,5.80,55.10,3.19,45.30,152,2247,20,0,0,1864,2865,22,0,349,49,5.30,40.70,2.91,42.80,67,3207,8,0,0
220,17,2015,Akeem Hunt,Outlier Lite,5.32,32.70,-1.13,Purdue,2,2/22/93,32.62,SR,22.19,JITTERBUG,+RECEIVER,69,183,4.38,0,0.00%,6.44%,10.30%,23.68%,30.01%,30.01%,30.01%,42.24%,13.61%,27.92%,27.92%,20.54,99.45,27.02,0.20,5.53,8.54,0.22,60.20,3.35,53.20,8.00,10.00,3.00,5.00,4.00,3.00,2.00,3.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,287,2179,2,0,33,0,0.00,0.00,0.00,0.00,4,2342,1,0,0,335,3100,2,0,42,0,0.00,0.00,0.00,0.00,204,2135,13,2,0,464,2590,1,0,123,0,3.77,0.00,0.00,0.00,340,805,38,2,0,935,1886,6,17,169,34,5.53,60.20,3.35,53.20,306,2249,48,2,16
221,15,2021,Kylin Hill,Outlier Lite,5.27,32.40,-1.16,Mississippi State,1,8/18/98,27.13,SR,22.71,BELL COW,+RECEIVER,71,214,4.57,7,0.00%,7.92%,17.62%,29.38%,7.80%,18.59%,18.59%,7.72%,7.18%,7.45%,7.45%,20.05,98.12,29.84,0.26,5.50,11.63,0.61,116.10,4.03,45.10,3.00,7.00,4.00,4.00,7.00,3.00,5.00,5.00,1.0,0.00,0,2997,0,24,0,0,0.00,0.00,0.00,0.00,0,2726,0,0,24,393,3272,2,30,78,21,5.00,103.60,3.40,16.50,38,2170,4,0,17,734,2907,4,26,117,31,6.30,116.10,4.03,45.10,176,2259,9,0,22,1348,2868,10,27,243,61,5.50,74.80,3.05,42.70,180,2333,18,0,19,58,483,0,8,15,3,3.90,77.90,2.47,0.00,234,3259,23,0,17
222,19,2023,DeWayne McBride,Outlier Lite,5.26,32.10,-1.16,UAB,8,7/8/01,24.24,JR,21.82,BELL CALF,3DOWN,70,209,4.52,7,0.00%,0.00%,12.15%,27.57%,30.07%,30.07%,19.55%,0.71%,0.38%,0.54%,0.35%,20.18,100.14,29.99,0.38,7.30,5.80,0.01,177.70,4.72,52.50,3.00,0.00,4.00,5.00,10.00,8.00,8.00,7.00,1.0,0.00,0,2818,0,32,0,0,0.00,0.00,0.00,0.00,0,2862,0,0,18,0,2111,0,16,0,0,0.00,0.00,0.00,0.00,0,2815,0,0,20,439,1800,4,17,47,21,9.30,336.50,7.53,65.40,0,1812,0,0,14,1366,2342,13,27,204,78,6.70,177.70,4.72,52.50,19,2682,3,0,20,1702,3059,19,32,233,76,7.30,150.80,4.60,52.20,10,2634,2,0,15
223,23,2022,Jashaun Corbin,Outlier Lite,5.26,31.80,-1.16,Florida State,4,8/20/00,25.12,JR,21.70,BELL COW,+RECEIVER,71,202,4.52,0,0.00%,9.85%,2.98%,14.54%,22.47%,22.47%,20.23%,6.49%,5.95%,6.22%,5.60%,21.05,96.79,28.17,0.24,6.20,7.35,0.14,92.40,4.57,47.10,4.00,6.00,3.00,4.00,6.00,5.00,3.00,7.00,0.0,0.00,0,2024,0,18,0,0,0.00,0.00,0.00,0.00,0,3266,0,0,22,346,1093,1,11,61,8,5.70,37.50,3.33,43.60,85,3284,0,0,25,137,2068,1,24,35,11,3.90,86.60,3.23,14.60,16,3060,6,0,22,404,1799,5,19,82,20,4.90,92.40,3.89,30.20,115,1771,19,0,10,879,2133,7,21,142,27,6.20,82.60,4.57,47.10,144,2419,24,0,20
224,20,2017,Joe Williams,Outlier Lite,5.23,31.40,-1.17,Utah,5,9/4/93,32.08,SR,23.66,DYNAMIC,SLASHER,71,210,4.41,4,0.00%,0.00%,0.00%,11.95%,26.72%,26.72%,22.71%,3.59%,3.80%,3.80%,3.23%,23.02,111.04,29.29,0.15,6.60,9.55,0.04,54.60,3.42,48.20,4.00,3.00,0.00,9.00,1.00,6.00,2.00,3.00,4.0,0.00,0,1605,0,0,0,0,0.00,0.00,0.00,0.00,0,2288,0,0,0,0,1924,0,0,0,0,0.00,0.00,0.00,0.00,0,2835,0,0,0,0,2475,0,0,0,0,0.00,0.00,0.00,0.00,0,2570,0,0,0,480,2379,3,0,105,12,4.60,35.80,2.77,16.50,84,2340,11,0,0,1389,2782,10,0,210,31,6.60,54.60,3.42,48.20,107,2817,9,0,0
225,28,2025,Lan Larison,Outlier Lite,5.22,31.10,-1.18,UC Davis,11,6/6/00,25.33,RS SR,24.91,FREAK,HORSE,72,215,4.46,0,14.61%,10.01%,15.01%,30.58%,35.41%,35.41%,19.48%,8.00%,18.37%,18.37%,10.10%,22.26,108.67,29.16,0.24,6.31,12.44,0.19,105.00,4.24,52.70,3.00,9.00,1.00,9.00,6.00,5.00,4.00,6.00,0.0,0.00,327,1132,4,12,56,6,5.84,40.10,3.71,33.30,5,1141,1,0,10,237,2109,3,19,56,8,4.23,50.90,3.18,27.00,252,2775,19,1,19,469,2106,4,24,62,15,7.56,83.00,4.24,52.70,334,3245,26,1,23,1111,1807,13,15,176,43,6.31,105.00,3.98,50.00,198,2474,21,2,15,1470,1917,17,21,284,60,5.18,72.60,3.29,37.10,853,4643,65,6,39
