Overall RK,Class Rk,Year,Player Name,,QB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Archetype,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,Comp,YPC,ADJ%,BTT%,TWP%,DAA,YPA,MTF/A,YCO/A,BOUT,YPC+,ADJ%+,BTT%+,TWP%+,DAA+,RDOM++,YPA+,MTF/A+,YCO/A+,DC+,BAMA,Raw Passing,Pass Grade,Raw Run,Run Grade,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,
192,32,2026,Mark Gronowski,Purgatory,1.63,7.20,-1.06,Iowa,2,10/5/01,23.99,RS SR,24.58,Game Manager,75,230,4.7,0,91.28%,98.90%,91.73%,91.57%,89.29%,95.24%,95.24%,11.64%,20.85%,20.85%,20.85%,19.92,94.27,60.6%,10.04,78.1%,5.4%,1.8%,50%,4.40,0.24,2.45,5.0,0.0,8.0,2.0,10.0,5.0,8.0,2.0,7.0,4.0,0.0,0.0,7.0,5.3,0.8,0.0,1560,1709,15,3,188,107,67,6.6,3.5,38.9,637,2408,77,8,7,14,5.0,20,2967,3000,26,5,360,232,75,2.7,1.5,45.2,518,2912,104,5,12,15,2.41,13,3028,3301,29,5,310,209,77,4.70,1.90,46,473,3515,89,5,8,16,2.85,15,2717,2967,23,7,340,206,70,5.4,1.8,50.0,422,3625,97,4,10,15,2.45,12,492,551,3,1,81,49,78,2.40,2.90,50.00,176,844,41,4.29,6,10,2.37,6,
193,16,2024,Brennan Armstrong,Purgatory,1.51,6.70,-1.10,NC State,4,10/18/99,25.96,RS SR,24.54,Run First,74,212,4.76,0,5.24%,81.12%,94.01%,98.87%,70.73%,84.80%,76.32%,39.07%,33.33%,36.20%,32.58%,20.89,82.59,60.8%,11.14,74.1%,6.7%,2.0%,46%,6.20,0.28,3.54,3.0,3.0,4.0,5.0,10.0,3.0,10.0,6.0,9.0,8.0,0.0,0.0,7.1,7.1,1.2,0.6,196,3740,1,2,20,15,75,5.0,0.0,100.0,16,1938,8,2,0,0,1.4,1,2114,2606,18,11,269,157,68,7.1,2.9,40.8,677,1762,107,6,5,19,3.01,21,4429,4711,31,10,502,325,74,6.70,3.50,46,476,1764,63,8,9,16,4.92,16,2185,2210,7,12,333,179,67,4.2,4.4,33.9,586,1500,94,6,6,26,3.27,21,1783,2521,11,7,263,160,72,3.60,2.00,35.60,724,2172,131,5.50,7,24,3.54,19,
194,20,2018,Chase Litton,Purgatory,1.44,6.20,-1.12,Marshall,8,10/5/95,30.00,JR,22.58,Pocket Passer,77,232,4.87,0,0.00%,0.00%,86.52%,89.90%,99.87%,99.87%,64.92%,1.76%,4.49%,4.49%,2.92%,19.92,82.49,61.9%,11.70,68.1%,6.2%,3.5%,41%,2.40,0.00,0.81,5.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.9,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2606,3012,23,8,384,230,67,5.30,4.30,38,108,2320,22,3,0,1,1.54,3,2609,2902,24,9,370,229,68,3.5,3.5,35.1,27,1530,13,2,1,0,0.81,1,3111,3115,25,14,443,266,68,6.20,3.80,40.50,86,1916,22,2.40,1,0,0.61,5,
195,9,2015,Bo Wallace,Purgatory,1.43,5.70,-1.12,Ole Miss,1,6/23/92,33.28,SR,22.86,Distributor,76,217,4.8,0,0.00%,0.00%,92.15%,90.85%,93.43%,93.43%,93.43%,0.00%,16.36%,16.36%,16.36%,20.20,81.76,64.8%,13.92,69.4%,4.0%,5.0%,38%,3.91,0.09,1.09,4.0,9.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.2,2.5,0.3,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2994,3249,22,17,368,235,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,3346,3683,18,10,437,283,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3202,3427,22,14,385,230,69,4.00,5.00,37.50,368,2250,94,3.91,5,8,1.09,11,
196,17,2024,Phil Jurkovec,Purgatory,1.39,5.30,-1.13,Pittsburgh,4,11/3/99,25.92,RS SR,24.50,Game Manager,77,235,4.86,0,6.77%,81.83%,41.23%,57.71%,31.56%,56.69%,51.02%,14.76%,12.35%,13.56%,12.20%,20.84,84.25,59.0%,14.35,69.9%,3.3%,4.0%,39%,5.90,0.10,2.61,3.0,10.0,0.0,0.0,3.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,4.3,3.2,0.6,0.0,222,3278,2,0,15,12,93,11.8,4.0,75.0,133,2428,25,5,0,9,3.5,6,2558,3126,17,5,337,205,68,6.6,4.4,35.1,343,1384,58,6,3,4,3.26,14,914,2217,7,4,96,52,62,12.50,5.70,49,349,2189,45,8,5,13,3.84,15,1711,2965,11,8,249,147,70,3.1,4.0,39.4,168,1138,46,4,1,4,2.61,7,818,2592,6,3,112,57,57,3.30,4.30,28.60,176,1425,30,5.90,1,3,2.50,7,
197,13,2017,Mitch Leidner,Purgatory,1.29,4.80,-1.16,Minnesota,2,1/17/94,31.72,SR,23.29,Game Manager,76,230,4.7,0,0.00%,32.16%,97.51%,96.56%,96.59%,97.05%,97.05%,19.06%,17.35%,18.21%,18.21%,20.63,94.27,59.0%,12.53,69.0%,5.8%,4.9%,46%,4.20,0.15,2.27,3.0,5.0,0.0,3.0,0.0,3.0,7.0,2.0,2.0,4.0,0.0,0.0,3.3,2.5,0.6,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,619,1925,3,1,78,43,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1798,1844,11,8,242,122,62,5.60,6.40,36,596,2962,99,5,10,6,2.22,17,2697,2793,15,11,410,242,69,5.8,5.4,35.8,382,2004,74,4,5,3,1.88,8,2180,2257,8,12,313,174,65,3.40,4.90,45.70,437,2519,81,4.20,10,12,2.27,15,
198,10,2015,Trevor Siemian,Purgatory,1.14,4.30,-1.20,Northwestern,2,12/26/91,33.78,SR,23.35,Pocket Passer,75,220,4.8,7,0.00%,7.75%,59.69%,78.83%,85.72%,85.72%,85.72%,0.00%,6.72%,6.72%,6.72%,20.70,82.89,59.7%,9.77,68.9%,4.4%,3.5%,37%,3.00,0.00,0.88,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,0.9,0.1,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,256,3305,3,1,26,16,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1312,2198,6,3,218,128,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2149,2726,11,9,298,178,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2227,2598,7,11,394,228,69,4.40,3.50,36.80,129,1919,23,3.00,5,0,0.88,2,
199,21,2018,Kurt Benkert,Purgatory,0.97,3.80,-1.25,Virginia,4,7/17/95,30.22,RS JR,22.79,Pocket Passer,74,218,4.95,0,0.00%,1.20%,0.00%,89.07%,98.98%,98.98%,89.08%,7.46%,7.68%,7.68%,6.91%,21.14,72.62,58.3%,10.74,71.0%,5.0%,3.9%,35%,3.50,0.06,1.20,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.1,1.5,0.1,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,58,4835,0,1,10,8,80,0.0,8.3,0.0,23,2314,3,5,2,0,1.80,0,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2558,2872,21,11,413,229,66,5.0,3.9,35.4,122,1636,17,4,0,1,1.20,5,3200,3233,24,9,511,298,71,4.50,5.20,32.90,110,1433,23,2.60,0,1,0.98,5,
200,19,2025,Connor Bazelak,Purgatory,0.74,3.30,-1.32,Bowling Green,9,9/22/00,25.03,RS SR,24.61,Pocket Passer,75,225,4.8,0,88.72%,84.09%,88.62%,78.93%,97.79%,97.79%,63.57%,4.88%,4.50%,4.69%,3.05%,19.96,84.77,66.8%,11.33,75.5%,2.4%,1.9%,46%,4.10,0.17,0.96,5.0,3.0,5.0,0.0,10.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,4.5,0.2,0.0,2367,2668,7,6,324,218,75,4.1,3.3,36.0,104,1527,37,3,2,4,1.9,2,2553,3036,16,11,379,246,73,2.7,3.3,34.0,67,2460,21,3,0,0,1.19,2,2312,2609,13,10,428,235,65,1.50,3.10,32,51,1627,22,2,1,2,0.95,2,1937,2454,12,7,281,168,68,2.4,3.3,34.5,98,2007,24,4,2,4,0.96,3,3059,3128,18,5,404,270,76,2.30,1.90,45.70,89,1979,29,3.10,2,0,0.90,4,
201,15,2019,Nick Fitzgerald,Purgatory,0.63,2.80,-1.35,Mississippi State,1,1/14/96,29.72,RS SR,23.30,Run First,76,226,4.64,0,0.00%,5.69%,89.14%,82.21%,78.18%,83.66%,83.66%,30.38%,41.19%,41.19%,41.19%,20.64,97.51,55.6%,12.18,65.7%,3.9%,4.7%,35%,6.40,0.17,3.32,3.0,4.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,7.0,0.0,0.0,1.4,1.4,1.0,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,234,4113,3,0,14,11,85,21.4,0.0,100.0,137,2040,19,6,3,5,2.52,6,2430,2726,21,10,361,196,64,3.90,5.00,28,1440,3114,175,8,16,36,3.94,45,1784,2170,15,11,286,159,66,3.0,4.7,25.6,1017,3348,150,6,14,20,2.72,32,1766,2259,16,9,281,145,64,3.70,4.90,34.50,1277,3100,176,6.40,13,30,3.32,36,
202,14,2017,Trevor Knight,Purgatory,0.28,2.40,-1.46,Texas A&M,1,10/3/93,32.01,SR,23.58,Run First,73,219,4.54,0,0.00%,31.65%,86.96%,7.64%,73.32%,80.14%,80.14%,2.34%,23.68%,23.68%,23.68%,20.92,103.10,56.1%,12.60,68.4%,3.7%,4.1%,39%,7.30,0.07,2.57,3.0,5.0,0.0,0.0,2.0,0.0,9.0,8.0,0.0,5.0,0.0,0.0,2.3,2.3,0.8,0.4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,819,2588,9,5,134,79,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2301,2646,14,12,319,180,68,2.10,5.30,33,392,3442,42,6,5,4,1.65,13,306,4006,2,2,41,23,64,0.0,4.1,25.0,73,3124,13,4,1,0,0.53,3,2432,3317,19,7,362,193,65,3.70,4.50,39.30,685,2893,72,7.30,10,5,2.57,24,
203,33,2026,Conner Weigman,Purgatory,0.15,1.90,-1.49,Houston,3,8/8/03,22.15,RS JR,22.73,Run First,75,210,4.7,0,0.00%,34.03%,27.81%,29.81%,100.00%,64.90%,58.41%,5.28%,26.15%,26.15%,23.53%,22.08,86.07,63.4%,12.64,70.8%,4.1%,4.4%,33%,7.10,0.25,3.40,0.0,5.0,0.0,0.0,1.0,0.0,9.0,8.0,8.0,7.0,0.0,0.0,2.0,2.0,1.2,0.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,896,2633,8,0,132,73,67,4.3,6.1,43.8,149,1836,19,8,0,4,3.37,6,979,3520,8,2,121,82,78,4.50,2.10,60,82,1974,9,9,2,3,2.78,5,815,2734,3,5,114,64,68,4.1,5.4,33.3,141,2670,20,7,0,5,3.40,4,569,569,4,0,71,45,71,3.90,4.40,27.30,165,631,30,5.50,3,5,2.87,3,
204,17,2023,Tommy Devito,Purgatory,-0.36,1.40,-1.64,Illinois,2,8/7/98,27.16,RS SR,24.74,Pocket Passer,74,210,4.7,0,14.97%,80.85%,31.43%,21.13%,96.00%,96.00%,96.00%,4.27%,7.89%,7.89%,7.89%,21.08,86.07,69.4%,10.32,0.0%,0.0%,0.0%,0%,7.60,0.84,3.40,2.0,0.0,0.0,0.0,10.0,0.0,3.0,9.0,10.0,7.0,0.0,0.0,2.5,1.9,1.1,0.0,515,3441,4,3,87,42,0,0.0,0.0,0.0,54,2840,13,4,1,0,0.0,0,2334,2887,19,5,336,210,0,0.0,0.0,0.0,373,2177,67,6,2,0,0.00,0,599,1906,4,2,97,49,0,0.00,0.00,0,132,1222,23,6,0,0,0.00,0,388,1836,1,2,52,32,0,0.0,0.0,0.0,121,2835,16,8,1,0,0.00,0,2643,2753,15,4,369,256,0,0.00,0.00,0.00,186,2358,64,0.00,0,54,3.40,6,
205,11,2015,Cody Fajardo,Purgatory,-1.23,0.90,-1.90,Nevada,7,3/29/92,33.52,SR,23.09,Run First,74,215,4.63,0,0.00%,50.67%,87.89%,89.89%,99.24%,99.24%,74.43%,0.00%,41.81%,41.81%,31.36%,20.44,93.57,67.9%,10.42,67.1%,2.9%,4.6%,37%,7.05,0.14,2.92,4.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1707,3369,6,6,218,150,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2786,3170,20,9,367,246,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2668,2968,13,3,358,243,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2479,2498,18,11,403,238,67,2.90,4.60,36.50,1177,2815,167,7.05,13,24,2.92,42,
206,15,2017,Taysom Hill,Purgatory,-1.54,0.40,-1.99,BYU,7,8/23/90,35.12,RS SR,26.70,Run First,74,225,4.68,0,13.22%,99.86%,26.83%,6.95%,90.24%,95.05%,71.29%,4.42%,25.87%,25.87%,19.40%,23.04,93.81,61.8%,10.51,70.5%,2.7%,2.2%,31%,13.80,0.50,3.25,0.0,1.0,0.0,0.0,9.0,0.0,7.0,10.0,10.0,7.0,0.0,0.0,2.6,2.6,1.3,0.6,425,3214,4,2,71,42,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,2938,2942,19,14,438,236,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,972,3623,7,3,132,88,75,2.80,2.20,50,509,2601,49,7,8,12,3.74,18,268,3854,1,1,34,21,70,2.7,2.2,16.7,83,1877,2,14,2,1,1.33,3,2322,2573,12,11,377,221,71,1.70,4.00,31.30,714,2760,70,6.10,8,9,3.25,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
